N=100 and K=5,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
2118,1156,827,2.5610640870616685,1.3978234582829505,"[62 52 87 71  3 85 11 31  4 60 29 65 44 58 95 12 83 92 26 60 73 27 85 39
 31 57 62 41 63 84 93 82 33  2 81 61 33 70 26 49 15  6 51 37 52 35 20 73
 30 53 25 20 71 95 84 77 29 69 59  1 38 61 86 51 28 79 96 87 82 55 10 41
 76 97 55 83 22 53  8 47  3 14 69 13  4 16 55 49 16 61 56 69 29 93 99  2
 85  6 90 79 26 56 93 41 48 24 22 41 59 75 59 62 25 60 78 74 23 53 68 64
 95 21 22 65  6 65 99 77 60 90 29 93 52 59 80 60 45 20 90 19 25  9 66 97
 76 36 91 81 92 56]"
1979,1189,815,2.4282208588957057,1.4588957055214724,"[55 86 82 66 39 24 61 53 66  7  9 67 60 84 41 30 57 16 53 37 51 62 73 55
 50 48 30 17 97 83 28 24 75 64 15 78 41 50 47  1 15 89 77 91 98 58 88  1
 75 46 76 93  1 22 13 34 80 37 68 97 78 99 23 77 84 70 24 66 40 51 32 31
 23  5 20 67  8 93 62 58 88 85 92 26 10 98 21 47 71 98 18 26 50 41 28 19
 26 68 25 20 65 10  6 43 76 25 68 55 77 18 92 13 77 67 24 40 68 36  5 96
  2 31  3 52 29 83 74 28 70 31 15 39 97 50 53  4 76 40 63 47 40 38 76 23
 83  8 43  2 53 32]"
1819,1009,787,2.3113087674714103,1.2820838627700126,"[93 97 78 32  3 37 93 87 90 70 95 32 89 86 13 97 18 24 16 48 76 73 75 95
 71 10 96 74 93 41 98 14 47 81 59 41 11 30 62 94 48 60 35 23 19 62 59 88
 55 82 26 13  1 19 87  2 67 33 70 44 75 61  9 64 28  5 24 64 28 12 36 29
 27 96 69  1 15 85 67 92 96 34 77 80 45 44 81 91 30 88 96 52 40 35 94  4
  4  7 13  6 49 13 70 46 19 20 60 61 36 24 14 80 67 48 86  9 13  9 80 31
 28  6 56 81 32 35 22 78 30 67 82 94 11 45 64 31 42 91 57 59 74 36 89 61
  9 64 95  3  5 37]"
1884,1004,773,2.4372574385510997,1.2988357050452781,"[84 17 17 82 17 39 86 60 51 42 16 10 72 21  3 36 77 46 24 14  6 61 42 17
 55 87 95 87 49 24 23 16  6 47 15 92 38 85 27 27 97 62 12 48 70 40 22 19
 94 19 61 91 55 84 81 27 82 59 96 51 71 42 43 23 93 64 91 92 86 37 90 13
 67 72 25 53 15 41 20 73 15 67 14 50 49 81 12 25 90 17 81 26 49 16 12 11
 91 21 56 22 93 13 18 67 26 67 30 15 87 13 14 77 88 82 18 14 43 85 91 30
 73 72 41 13 79 25 58 75 83 69 77  8 54  9 32 29 67 62 20 16 59 98 19 93
 41 31 68 64 86 39]"
1998,1152,762,2.622047244094488,1.5118110236220472,"[ 2 31 86  3 44 90 90 33 86 19 47 89 35 58 16 59 99  6 19 81 76 16 38 19
 23 14  1 10 20 25 69 79 93  7 23 54 59 97 89 74 22 69 90 94 99 73 44 78
 90 47  2 24 45 56 31 83 11  8 21 66 49 27 98 48 65  3 29 83 92 80 71 82
  5 38 37 63 25 46 68 79 68 70 35 15 62 66  6 82 49 15 97 76 78 72 88 80
 21 45 87  7 52 99  5 18 42 95 58 11 21 32 27 86 96 19 19 80 76 73 27 95
  2  6 89 57 54  9 75 77  1 80 58 60 10 59 88  8 18 10 14 98 97 99 97  9
 21 29 75 40 26 11]"
1791,1017,767,2.335071707953064,1.3259452411994785,"[94 19 32 15 81 43 78 88 44 24 61 56  8 29 89  4 86 88 17 52 14 92 30 13
 63 38 19  5  6 71 48 90 96 72 25 67 64 16  8 34 25 51 64 16 95 17 63 59
 40 62 60  5  2 87 53 26 14 22 20 21 26 39 20 50 54 17 59 17 57 64  8 34
 55 11 77 50 39 89 47 53 67 58 87 97 81 43 31 32 21 36 62 99 28 93 92 48
  3 52 67 76  4 54 47  6 13 29 62 63 72 69 79 51 31 67 30 71 23 77 19 24
 78 57  6 37 42 79  2 14 29 81 62 31 55 68 91  4 93 56 84 43 72  1 74 59
 85  4 97 28 83 21]"
2106,1114,832,2.53125,1.3389423076923077,"[96 56 22 31 18 84 31 42  5 74 84 56  4 54 68 52 87 36 64 95 11 78 35 24
 46  6 15 48 41 78 52 78 91 43 45 68 36 90 74 85 41 11 79  1 18 63 21 84
  2 20 15 22 53 55 98 34 33 96 25 66 72  2 16 27 81 53 32 49 71 44 21 63
 99 59 43 65  2 84 55 88 86 91 20 91 41 40 79 28  9 98 59 84 96 99 17 19
 13 62 53 68 56 45 32 62 36 67 22 64 40  5 54 94 12 46 29 13  4 93 23 98
 93 47 84 71 40 44 58 50 75  1 51 58 61 91 13 32 56  2 45 21 61  9 77 40
 10 75 80 39 55 29]"
2688,1476,1037,2.592092574734812,1.4233365477338475,"[ 8 12 34  2 89 16 24 50 76 36 12 72 15 29 10 64 87 46 54 73 12 74 15 80
 58 59 29 56 59 10 12 78 53 81 90 42 32  9 29 82 67 95 54 66 54 58 79 78
 26 19 43 26 64 16 46 55 75 75 90 27 23 92 61 79 14 14 11 63 91 79 33 43
 95 43 85 24  7 82 43 60 11 23 57 56 90 39 53 47 90 21 69  1 60 46 53 80
 85 27 46 80 44 88 49 73 46  1 59 21 92 47  7 53 73 15 79 31 83 21 30 85
 54  9 93 60 45 97  5 52 71 65 30 24 35 59 22  5 48 25 74 13 49 14  2 72
 47 62 50  8 86 67 53 24 15 98  6 80 45 48 43 52 50 11 26  4 45 20  5 77
 15 70 59 52 61 63 83 82  7 72 82 27 43 83 16 40 38 75  8 77 14 85 73 41
 76 25 74 41 47 98  7  8]"
2674,1530,1104,2.4221014492753623,1.3858695652173914,"[63 79  5 43 33 51 22  5 54 70 15 54 48 76 74  2 99 91  2 45  9 23 69 46
 18 17  3 41 79 49 64  7 31 21 84 85 26 17 23 45 28  4 76 33  2  2  1 21
 16 23 49 46 55 32 80  9 57 92 67 89 31 71 69 48  7 34 71 54 45 50 64 21
 72 78 33  7 95 74 42 71 18 80 58 42 51 17 44 74 88  2 61 63 66  6 87 22
 72 77 88 87 64 92 75  3 31 70 74 64  4 91 69  7 45 62 86 91 97 17 78 15
  1 63 27 36 67 98 65  4 76 17 46 69 43 69  8 68 72 28 98  9 57 19 13 70
 78 61 26 37 32 14 98 65 82 87 92 42 70  4 27 79 21 95 53 49 55 19 70 41
 22 46 36 28 36 72 86 49 56 95 90 25 49  2 60 66 96 52 40 39 94 73 30 30
 27  9 33 96 91 56 68 23]"
2536,1432,1019,2.4887144259077525,1.4052993130520117,"[68 46  3  2 70 84 42 38  2 32  3 51 39 30 93 66 68 75 58 15 62 70 75 69
 25 60  4 11  4 90 83 55 26 77 66 16 78  7 53 25 99 32 18 85 96 62 32 96
 34 64 49 26 10  1 53 81 14 68 91 65 72 71 96 26 45 95 73 96 41 92 73 37
 83 24 78 43  9 95 74 95 77 68  8 52 79 91 25 70  2 55 17 15 10 46 11 27
 85 38 92 87 89 50 73 12 24 59 36 57 14 40 47  3 55 58 36 79 91 97 97 56
 58 64 29  2 61 73 23 56 82 63 86  8 42 85 47 37 42 60  7 41 59 67 83 86
 69 63  7 23 58 80 24 66 14 99 81 96 17  6 56 28 49 80 92 39 90  3 13 45
 45 47 85 94 82 91 52 48 59 97 77 24 52 12 62 34 34 14 61 80 84 95 17 97
 42 71  2 54 68 14 11 15]"
