N=50 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
99,75,62,1.596774193548387,1.2096774193548387,[45 27 19 42  8  1 40 10  4 47]
116,72,51,2.2745098039215685,1.411764705882353,[45 46  1 28 20 10  1 30 18 46]
110,66,66,1.6666666666666667,1.0,[27 10 42 25 35 22  6  2 25  8]
69,61,54,1.2777777777777777,1.1296296296296295,[ 5 36 41 40 38  2 41 27 14 39]
89,47,43,2.0697674418604652,1.0930232558139534,[26  4 44 37 24 14 10 37 37 35]
107,43,43,2.488372093023256,1.0,[49 46 16 33 44  9 42  4 28 12]
50,30,30,1.6666666666666667,1.0,[46  9 48  5 12 25  9 20 14 48]
110,56,36,3.0555555555555554,1.5555555555555556,[35 26 45 20 18 49 36 39 41  3]
97,53,45,2.1555555555555554,1.1777777777777778,[ 4 31  8 29  3 41 20 18  7 23]
72,52,52,1.3846153846153846,1.0,[17 36  8 36 42 38 25 48  3 29]
220,142,78,2.8205128205128207,1.8205128205128205,[36 36 35  9 35  4 46 46 31  2 43 28 38 38 12 47 29 35 26  9]
159,107,85,1.8705882352941177,1.2588235294117647,[45 31 34  8  8 11 19 23 29 45 24 38  6 17 17 13 14 24 17 22]
179,107,78,2.2948717948717947,1.3717948717948718,[36 36  9 20 26 46 25 34 22 45 28 35 37 12 43 39 24 21 23 38]
216,142,98,2.204081632653061,1.4489795918367347,[41 48 31 11 31 22 24 40 33 48  2 41 20 34 33 40 36 32 49 49]
170,128,57,2.982456140350877,2.245614035087719,[31 17 29 31 20 34 29 32 16  7  6 14  2 13 35  3  3 42 15  1]
257,181,113,2.274336283185841,1.6017699115044248,[23 14 40 41 29 46 30 32 24  1 41 10 22 45 15  9 21  9 12  4]
191,107,82,2.3292682926829267,1.3048780487804879,[22 19 29  7  5 38  1 27 34 25 19  4 38 27  7  7  9  7 48 24]
175,99,91,1.9230769230769231,1.0879120879120878,[26 18 23  8 26 35 25 43 37 16 22 13 19 46 48 29 39 38 14 38]
171,129,99,1.7272727272727273,1.303030303030303,[43  1  5 48 16 42  8 41 13  2 47  5 45 29 12 11  7 21 24 21]
219,87,81,2.7037037037037037,1.0740740740740742,[40 29  4  7 40  2  5 15 40  3 42 44 46 42 28  4  1 21 31 33]
592,356,228,2.5964912280701755,1.5614035087719298,"[ 9 43 38 22  1 32 21 37 46 14  1 30 45 27 29 40 20 32 12 14 22  5 24  6
 16 26  8 45 39 48 32 38 43 26 16 13  8 17  7 45 20 18  8  9 46 42 37 10
 30 36]"
447,229,209,2.138755980861244,1.0956937799043063,"[ 7 10  5 20 21 21 10 16 24 37 29  6 21  5 21 13 35 29 16  8 11  9 43 20
 41 12 18  3 21 20  1 38 16 42  9 33  8 38 48 22 40 41 16  1 41 38 44 20
 39 47]"
537,291,208,2.581730769230769,1.3990384615384615,"[ 2 26 33 47 33 47  5  1  4 14 11  3 28 35 18 26 35 13  2  3 16  5 27 47
  8  4 30  9 18 35 35 34 16 33 17  9 33 23  1 19 28 20  4 21 22 22 42 15
 36 24]"
503,273,197,2.553299492385787,1.385786802030457,"[47 41 28  3  6 32 45 26  2 40 44 25 34 36 34 35 25 45 19 44 18  7  5 45
 28 21 47  4  4  9 35 22 14 43 11 11 45  7 23 21  1 20 12 32  4 31 44 13
 48 42]"
528,300,230,2.2956521739130435,1.3043478260869565,"[43 20 10  3 32 22 33 10 28 33 32 10 14 18  2 19  7 23 40 35 27 34 11 15
 47 27  2 30 48  3 49  8 37 25 30  6 32 25 13 45 35 14 45 23 25 30 27 26
 24  9]"
484,260,236,2.0508474576271185,1.1016949152542372,"[19 37 36  5 24 27 14  6 36 24 33  2 45  1 47 43 43  9 20 39 42 29 16 22
  9 17 20 40 12 38  2 39 30 21 42 47 10 34 10 36 36 48 48 21 44 30 13 26
  5 36]"
525,291,228,2.3026315789473686,1.2763157894736843,"[39  6 34 38 13 21 38 17 36 20 48 25  1 28 49 43 16 39  3 22 38 26 47 13
 22 38  3 27  5  7 47 38  1 34 48  5  2 17 20 46  2 18 49 25  2 43 17 32
 44 16]"
510,272,231,2.207792207792208,1.1774891774891776,"[22 28 29 31 29 46 42 15 11 32 15 44  6  1 42 24 35 18 43 32  1 14 29 43
 33 25 11 22 10 30 42 35 35 26 48 15 43 36 47 44 20 28 21  6 33 31  4 12
 35 27]"
562,268,176,3.1931818181818183,1.5227272727272727,"[31 38 41 49 41 44 49  3  2 26 46 10 27 31 14 44 10 23 47  9 23 49  1 10
  5 13 19 36  3 32 16 18 27 10 49  9  5 17 16 42  5 35 35 10 19 21 10 40
 48  4]"
581,319,260,2.2346153846153847,1.226923076923077,"[26 17  2 19 12 46 18  9 46 17 31 22 29  4 37 27 10  5 11 22 26 32 47 37
 19 26 27 43 32 46  9 47 28 13 40 35 38  7  5 18 36 32 45  2 37 22 36  9
 41 29]"
542,270,190,2.8526315789473684,1.4210526315789473,"[21 14 14 15  4 42 35 26 30 26 17 22 31 32 19 47 23 16 27  1 47 10 15 29
  9  9 31 21 34 38 14 25 36 41 10 34 14  4 43  4 39 27 39  5 41 25  7 15
  4 39]"
559,293,221,2.5294117647058822,1.3257918552036199,"[15 31 46 21 18  9 26 16 10 16 38 45 21 16 47 12 37  5 45 28 25 35  6 33
 38 37 22 24 24 11 25 13 24 39  2 43 48  5 27 43  3 22 25 10  7 47 36 16
 37 33]"
515,235,207,2.4879227053140096,1.1352657004830917,"[49 20 42 14 24 28 15 46 39  9  1 35 49 16  9 15 33  5 15 18 11 27 17 24
 16  9 29 36 32 22 12  2 34 39  2 13 46  8 37 46 23 47  6 24  4  5  7 29
 28 31]"
534,292,209,2.555023923444976,1.3971291866028708,"[ 6  5  4  6 33 17 46 42  2 21 15  7 42 24  5 24 23 20  1 40 48  2  7 11
 12 24  4 28 26 40 39  6 47 17 44 35 35 32 38 28 36 42 27  5 37 20 46 26
 20  5]"
656,330,222,2.954954954954955,1.4864864864864864,"[41 13  9 20 44 11 46  7 44 14 24 17 26 12 43 13 21  1 43 18  7  4  6 17
  5 12 25 46  7 39 32 38  8 47 26 17 47 28  7 18  2  4 17 31 10 25 44 42
  8 26]"
481,291,237,2.029535864978903,1.2278481012658229,"[21 13 33 25 16 41 48 12 46 43 46 17 13 40 31  2 29  4 23 37 29 33 26 40
 49 16  9 19 49 17 34 26 13 32  7 38 43 28 24 26 41 22 17 45 36 21 34  9
 42 44]"
515,253,219,2.3515981735159817,1.1552511415525115,"[27 43 30 45 38 13 37  4 10  1 23 24  4 11 34 20 18 10 38 48 11 13 34 10
 10 31  1 17 31  4 41 20 47 32 38  4  2 29  3 49 46 21 24  9 27 15 11 16
 28 13]"
468,254,207,2.260869565217391,1.2270531400966183,"[14 13 47 27 18  5  2  3 35 48 36  1  3 13 38 44 47 16 14 47 39 16  4  4
 10 46 47 20 42 27  5 47 44 32 26  2  3 45 18 31 44 12 35 10 21 30 27 26
 40 35]"
559,285,207,2.7004830917874396,1.3768115942028984,"[ 7 15 34 18 43 14 36 48 39 41  2 17 49 32 48 19 27 34 14 37  9 39 24  5
 22 47  1 24 23  5 36 42 34 18 10 40 10 35 39 25 14 12 23 26  1 47 49 10
  9 13]"
505,331,232,2.1767241379310347,1.4267241379310345,"[ 7 17 15 14 41 20 17 20 43 26 18 35 29 35 10 31  4 43 44 22 18 21 46 37
 27 25 41 31 48 27 42 18 26  6 14 26 30 46 37 31 41 29 17  7 42 33 13  8
 29 13]"
1025,555,432,2.372685185185185,1.2847222222222223,"[27 42 26 24 12 10 47 19 20 30  2 29 38 35 34 10 23  2  6 12 40 32 31 10
  3 33 14 32 18 46 17 16 11 14 20 38 39 34 16 38  1 13 47  1  7  7 46 31
 38  6 35 37 36 21 48  6 17 39 41  5 49 33 33 23 12 15 44 13 31 21 18 32
 47 38 33 14  8 11 40 18 26 15 23  9 45 46 39 44 16 31 37 35 20 39 43  3
 15 12 14 26]"
1206,624,460,2.621739130434783,1.3565217391304347,"[23 25 36 25 27 26  5 32 28 16 45 22 36 33 31  3 30 49 12  5 37 15  7 11
 45  9  4  5  9 40 39 39  9 23  6 18 41  3  6 37 10  1 17 26 45 47 42 14
  2 23  8 20 31 19 36  2 47 42 18  8 23 29 48  8 12 25 11 26  9 17 40  2
 14 47 30 28 24 20 39 27 27 33 31 48 12 48  5 41 20  4  2 48 35  4 13 10
 36 15 28 46]"
1027,559,388,2.6469072164948453,1.440721649484536,"[13 45 40 41 40 24 43 37 31 21 17 15 23 26 32 35 10 48 29 37 36 26  9 47
 41 41 28 48 48  7 49 37 49 40 32 13  3 32 11 42 27 25 21 31 15 20 24 19
 32 41 28 10  2 29 25  8 39 41 46 26  7 16 35 25 36 11 34 23 21 15  4  2
  1 46 33 34 49  2 48 35 17 48 46 14 23 19 31 29 44 12 35 28 19 21 11 42
 23 16  9 43]"
988,532,428,2.308411214953271,1.2429906542056075,"[11 12  1 19 11 16 11 21 21 10  5 38 39 13 18 40  7 12 33 16 29 14 42  5
 14 18 36 21 29 42 32 42 34 37 12 49 44  6 41  5 15 39 47  8 43  3  9 46
 10 29 42 10 49 31  4 43 32 34  2 28 36 42 10  3 34 44 23 28 26  2 15 41
 47 16 10 33 13 34 46 27 10 41 16 32 33 41 21 37  3 21  3 29 38 12 40  5
 23 10 49  1]"
1076,586,444,2.4234234234234235,1.3198198198198199,"[45 36 26 13 48 40 26 11 18 44 47 22  9 32 46 43 19 23  7 15 32 21 25 42
 19 45 15  3 41 49 32 39  5 12 26 44 27 29 41 43 47 29 20 39 46 49 14 42
 44  4 42 24  6 48  8 39 19  2 47  5  1  4  3 13 48 21 18 36 16 48  8  7
 42  8 25  3 12 49  7 38 37 13 43 37 43  6  5 43 17  5 46 20  9 27 43 45
 32 40  7 10]"
1032,592,428,2.411214953271028,1.3831775700934579,"[ 6 16 15 19 10  6 49  8 38 22 36 45 38 33 44 31 37 33 37  7 45  5 44  7
 31 39 19 16 29 15  2 27 37 39  6 24 10 17 38 13 10  9 48 49 13 40 37  5
  9 42 36 28  4 44 29  1 36 33 17  9 30 41  6 15 16 17 21 17 35 25 19 41
 19 24 41 38 25 26 19 20 19  8 10 46  6 22  6 14  9 38  6 32 33 46 49 17
 37 36 25  7]"
