N=20 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
49,49,49,1.0,1.0,"[11, 13, 11, 9, 9, 11, 9, 10, 11, 10, 10, 10, 8, 11, 9, 8, 10, 8, 9, 10]"
83,81,49,1.6938775510204083,1.653061224489796,"[11, 11, 7, 9, 10, 10, 8, 10, 11, 11, 10, 9, 10, 12, 9, 10, 9, 10, 10, 12]"
109,103,65,1.676923076923077,1.5846153846153845,"[12, 8, 9, 10, 10, 10, 9, 9, 11, 10, 10, 9, 11, 9, 8, 9, 10, 11, 10, 10]"
25,21,15,1.6666666666666667,1.4,"[10, 10, 10, 10, 12, 10, 10, 11, 10, 9, 9, 9, 10, 10, 11, 10, 11, 10, 9, 11]"
29,25,15,1.9333333333333333,1.6666666666666667,"[9, 12, 11, 9, 8, 10, 12, 11, 11, 9, 12, 11, 11, 10, 12, 9, 10, 13, 10, 10]"
35,33,27,1.2962962962962963,1.2222222222222223,"[12, 10, 10, 10, 9, 9, 11, 9, 11, 11, 10, 11, 10, 10, 8, 9, 10, 10, 9, 9]"
22,22,22,1.0,1.0,"[12, 10, 10, 9, 11, 11, 9, 9, 11, 11, 11, 9, 9, 10, 11, 10, 11, 9, 12, 11]"
22,22,22,1.0,1.0,"[10, 10, 11, 12, 9, 9, 9, 10, 10, 9, 9, 9, 12, 10, 10, 10, 10, 11, 9, 10]"
32,32,32,1.0,1.0,"[10, 10, 10, 9, 10, 11, 10, 11, 10, 11, 10, 10, 10, 10, 11, 10, 10, 10, 11, 9]"
40,40,40,1.0,1.0,"[9, 10, 10, 10, 11, 8, 9, 9, 10, 10, 10, 10, 9, 9, 10, 7, 11, 10, 8, 11]"
60,58,44,1.3636363636363635,1.3181818181818181,"[10, 11, 11, 10, 10, 12, 9, 10, 12, 11, 10, 10, 10, 11, 10, 10, 9, 8, 9, 10, 9, 11, 10, 9, 9, 8, 9, 9, 12, 11, 10, 12, 10, 10, 12, 11, 8, 10, 10, 10, 10, 9, 11, 11, 10, 9, 9, 10, 11, 11]"
45,39,33,1.3636363636363635,1.1818181818181819,"[10, 10, 11, 10, 9, 9, 10, 10, 9, 11, 10, 10, 11, 10, 10, 10, 11, 11, 8, 10, 11, 11, 11, 10, 9, 9, 8, 11, 10, 10, 10, 11, 9, 12, 11, 10, 11, 9, 9, 10, 9, 9, 9, 12, 14, 11, 11, 11, 10, 7]"
72,64,50,1.44,1.28,"[10, 9, 11, 8, 10, 11, 10, 9, 8, 9, 10, 9, 12, 7, 12, 10, 10, 8, 9, 11, 10, 10, 9, 12, 10, 11, 12, 11, 11, 9, 9, 9, 10, 10, 9, 9, 10, 10, 10, 10, 9, 11, 10, 9, 10, 11, 10, 11, 9, 11]"
