N=50 and K=10,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
42,32,29,1.4482758620689655,1.103448275862069,[14 45 40 33 10 49  3 22 41 28]
20,20,19,1.0526315789473684,1.0526315789473684,[11 31  8 45 10 13 32 23 30 13]
47,43,26,1.8076923076923077,1.6538461538461537,[26 42 47 40  4 10 14 38 49  8]
27,27,25,1.08,1.08,[48 49  5 36 45 44 37  9 30 14]
25,25,16,1.5625,1.5625,[ 3 11  3 10 48 48 12 35 25 29]
16,14,14,1.1428571428571428,1.0,[ 8  5 23 30 37 37 21 48 17 38]
43,39,23,1.8695652173913044,1.6956521739130435,[24 29 14 38 23  1  6  1  5 16]
24,22,20,1.2,1.1,[24  8 23 36 49 23 12 12  7 27]
38,38,28,1.3571428571428572,1.3571428571428572,[17 26  8 46 20 42  9 49 20 27]
28,28,25,1.12,1.12,[14 32 39 29 13  5 10 36 19 16]
51,37,26,1.9615384615384615,1.4230769230769231,[11  3 17 20  3  2 16 34 49 16 45 48 46  3 16 23 12 36 10  5]
64,40,32,2.0,1.25,[32 17 28 33  2  6 47 39  1 19 47  4 29 14 24 20 28 17  1 17]
50,34,26,1.9230769230769231,1.3076923076923077,[ 4 20 48  9 27 36 39 42 39 12 11 42  8 11 18 14 41 12 17 42]
71,43,35,2.0285714285714285,1.2285714285714286,[47 37 10 12 40  6 30  7 14 14 16 12  4 38 22 49  6 27 47 26]
41,33,28,1.4642857142857142,1.1785714285714286,[13 31 24 21  1 16 39  7  1 12 15 21 15 21 42 49 34 37 48 45]
50,34,33,1.5151515151515151,1.0303030303030303,[21 34 42 21  5 27 24 19  6 45 16 11 12 29 10 30  8  8 17 37]
66,52,36,1.8333333333333333,1.4444444444444444,[39 37  5 10 20  9 41 49 32 45 48 49 21 28 16 41 38  4 10  9]
54,40,38,1.4210526315789473,1.0526315789473684,[21  8 31 33  1 46 37 16 41 49 29 20 33  5 14 21 44 10 21  2]
69,49,41,1.6829268292682926,1.1951219512195121,[ 5 33 35 16  2 15 25 31 13 41 44  1 30 30  7 36 25 46 19  8]
44,36,28,1.5714285714285714,1.2857142857142858,[12 37 49 19 30 40 38 33 31 13 14 12  1 17 47 30  4 28 47 24]
135,97,76,1.7763157894736843,1.2763157894736843,"[21  9 26 34 46 45 48  7 35 36 49 15 44 37 44 24 34 11 36  6 10 38 23 42
 40 30 25  9 39 40 35 47 16 36 13 10 18 32 31 29 12 45 28 48 18 36 45  2
 17 29]"
221,153,88,2.5113636363636362,1.7386363636363635,"[48 10 22 15  5 31 47 45 15  9  2 35 47 28  7 48 22 28 22 21 22 16  8 29
 35  6 35 34 40  1  6 27 28 13  2 46 40 31 46 36  9  6 48 34 44  8 16 11
 24 49]"
