N,K,Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,length,sequence
20,3,374,248,103,3.63106796116505,2.40776699029126,400,"[9, 13, 11, 9, 10, 12, 8, 12, 9, 8, 9, 11, 10, 10, 10, 12, 9, 10, 10, 10, 9, 10, 10, 9, 9, 11, 10, 11, 10, 9, 10, 9, 9, 9, 11, 9, 10, 9, 9, 9, 11, 9, 10, 11, 10, 9, 10, 12, 11, 11, 11, 9, 10, 10, 9, 9, 11, 11, 10, 10, 10, 9, 11, 9, 12, 10, 8, 12, 11, 9, 11, 10, 10, 11, 9, 7, 10, 11, 10, 9, 11, 10, 10, 11, 9, 9, 10, 10, 10, 10, 9, 10, 10, 9, 9, 10, 10, 10, 11, 9, 8, 10, 10, 8, 8, 7, 11, 11, 10, 10, 10, 11, 8, 10, 10, 11, 9, 9, 11, 8, 10, 10, 11, 10, 9, 11, 10, 11, 10, 9, 10, 11, 10, 9, 10, 10, 9, 11, 10, 10, 10, 10, 12, 10, 9, 11, 10, 10, 11, 10, 8, 9, 8, 11, 11, 9, 7, 11, 10, 10, 11, 10, 9, 10, 10, 11, 11, 10, 11, 10, 11, 10, 10, 9, 10, 11, 9, 10, 10, 10, 9, 9, 10, 9, 10, 11, 9, 9, 9, 11, 11, 12, 10, 12, 11, 11, 9, 10, 10, 10, 10, 10, 10, 9, 9, 10, 12, 10, 10, 12, 10, 11, 9, 10, 11, 9, 8, 10, 9, 10, 10, 10, 7, 9, 10, 10, 11, 10, 10, 11, 11, 9, 9, 9, 11, 12, 11, 10, 8, 10, 10, 10, 9, 9, 8, 11, 10, 10, 11, 10, 9, 10, 9, 10, 11, 10, 8, 12, 11, 10, 10, 11, 11, 10, 11, 10, 9, 10, 9, 10, 11, 10, 9, 11, 10, 11, 9, 10, 9, 11, 9, 10, 10, 10, 11, 9, 10, 11, 8, 11, 12, 11, 8, 11, 9, 11, 10, 10, 11, 11, 10, 8, 9, 10, 9, 10, 12, 11, 10, 12, 10, 12, 10, 10, 11, 10, 11, 9, 9, 9, 11, 11, 10, 8, 11, 10, 10, 10, 11, 11, 10, 10, 9, 10, 12, 10, 8, 8, 9, 10, 10, 11, 8, 10, 9, 10, 9, 13, 12, 9, 10, 11, 11, 11, 9, 13, 9, 10, 11, 10, 9, 10, 9, 10, 10, 10, 9, 9, 8, 10, 9, 10, 9, 10, 9, 11, 10, 10, 10, 11, 11, 10, 9, 10, 11, 10, 10, 8, 9, 11, 11, 12, 10, 11, 9, 11, 7, 11, 8, 11]"
20,3,388,256,115,3.37391304347826,2.22608695652174,400,"[7, 10, 10, 9, 9, 10, 10, 11, 10, 12, 10, 10, 11, 10, 11, 11, 10, 9, 10, 9, 9, 9, 10, 11, 11, 11, 13, 10, 10, 9, 11, 11, 11, 10, 9, 11, 9, 9, 10, 10, 13, 11, 11, 10, 10, 10, 8, 10, 10, 10, 9, 12, 10, 11, 10, 11, 10, 9, 9, 11, 8, 8, 10, 9, 9, 9, 10, 11, 11, 9, 10, 11, 12, 8, 10, 9, 8, 12, 9, 10, 9, 9, 11, 11, 10, 12, 9, 10, 10, 10, 9, 10, 9, 11, 10, 11, 10, 9, 11, 11, 11, 12, 10, 9, 11, 11, 8, 10, 10, 10, 11, 10, 11, 8, 10, 9, 10, 11, 12, 12, 9, 10, 9, 11, 10, 11, 9, 10, 12, 9, 11, 11, 8, 8, 10, 10, 7, 10, 7, 10, 9, 8, 11, 10, 10, 9, 11, 9, 10, 12, 11, 10, 10, 11, 9, 11, 11, 8, 10, 10, 10, 11, 10, 12, 8, 9, 11, 10, 10, 9, 10, 11, 11, 10, 10, 6, 11, 11, 10, 11, 11, 10, 10, 11, 9, 11, 9, 9, 10, 9, 10, 9, 11, 12, 9, 9, 9, 11, 10, 10, 11, 10, 10, 10, 11, 11, 11, 8, 11, 9, 11, 11, 11, 9, 8, 10, 9, 11, 9, 11, 10, 8, 11, 9, 9, 9, 10, 11, 11, 9, 11, 8, 10, 11, 11, 9, 11, 9, 11, 9, 8, 9, 11, 10, 9, 10, 10, 9, 10, 10, 9, 10, 9, 12, 9, 10, 11, 11, 10, 10, 10, 11, 9, 10, 9, 9, 11, 9, 9, 9, 12, 10, 8, 10, 9, 10, 11, 9, 10, 11, 10, 11, 10, 10, 10, 11, 12, 11, 11, 10, 11, 9, 7, 10, 9, 10, 11, 11, 9, 10, 11, 9, 12, 10, 8, 12, 9, 10, 11, 10, 11, 10, 10, 11, 10, 11, 7, 11, 9, 9, 9, 10, 11, 11, 10, 8, 11, 10, 11, 11, 10, 11, 11, 9, 10, 11, 10, 10, 10, 11, 10, 10, 9, 12, 11, 9, 11, 9, 10, 11, 12, 10, 10, 12, 8, 13, 10, 10, 9, 11, 10, 10, 10, 10, 11, 12, 9, 10, 10, 11, 8, 10, 10, 11, 12, 11, 10, 10, 9, 9, 11, 10, 10, 11, 11, 10, 10, 10, 11, 10, 10, 9, 10, 10, 9, 11, 11, 11, 11, 10]"
20,3,370,256,119,3.10924369747899,2.15126050420168,400,"[9, 9, 8, 11, 9, 8, 10, 11, 11, 9, 12, 11, 12, 9, 10, 8, 11, 9, 9, 10, 11, 9, 10, 12, 10, 10, 12, 10, 9, 9, 9, 9, 7, 9, 9, 10, 9, 9, 9, 10, 11, 10, 10, 9, 11, 10, 11, 10, 9, 11, 9, 9, 9, 8, 10, 11, 10, 8, 9, 12, 10, 11, 11, 11, 10, 10, 10, 9, 10, 11, 9, 9, 11, 11, 9, 10, 12, 10, 10, 11, 10, 10, 10, 11, 9, 11, 12, 10, 9, 10, 9, 9, 10, 10, 12, 9, 10, 9, 11, 11, 10, 9, 10, 11, 9, 8, 11, 9, 10, 9, 9, 10, 10, 9, 10, 10, 11, 10, 11, 11, 9, 10, 10, 11, 9, 11, 8, 11, 10, 9, 11, 9, 11, 9, 8, 11, 9, 11, 11, 11, 9, 11, 11, 10, 9, 9, 11, 11, 10, 11, 10, 10, 9, 11, 11, 10, 10, 10, 10, 12, 10, 10, 9, 10, 10, 11, 11, 9, 9, 9, 11, 11, 11, 11, 12, 9, 11, 9, 10, 10, 10, 10, 9, 8, 10, 11, 12, 10, 10, 11, 9, 12, 12, 9, 11, 8, 12, 9, 13, 11, 10, 10, 10, 10, 10, 8, 9, 9, 10, 8, 10, 11, 11, 12, 10, 10, 10, 9, 9, 9, 9, 11, 9, 11, 11, 10, 10, 10, 9, 10, 10, 11, 13, 9, 10, 11, 10, 10, 9, 10, 10, 12, 10, 10, 9, 11, 11, 11, 10, 11, 12, 9, 10, 13, 11, 10, 10, 8, 10, 10, 10, 10, 10, 11, 10, 9, 10, 9, 12, 9, 10, 11, 10, 10, 11, 9, 9, 11, 10, 10, 12, 11, 11, 9, 13, 11, 9, 10, 12, 10, 11, 10, 10, 12, 11, 7, 12, 10, 11, 10, 12, 10, 11, 9, 9, 11, 10, 9, 10, 10, 8, 11, 10, 9, 12, 10, 10, 9, 11, 9, 11, 9, 8, 9, 9, 9, 10, 9, 8, 11, 10, 10, 9, 10, 9, 10, 10, 10, 11, 8, 8, 9, 9, 12, 10, 10, 11, 9, 9, 11, 8, 9, 10, 10, 11, 10, 8, 10, 10, 9, 10, 10, 10, 12, 8, 11, 9, 10, 10, 10, 9, 10, 12, 9, 12, 10, 11, 12, 11, 10, 10, 11, 9, 8, 11, 9, 11, 10, 9, 12, 10, 10, 11, 10, 12, 10, 9, 11, 10, 11]"
20,3,284,202,90,3.15555555555556,2.24444444444444,400,"[11, 9, 10, 11, 10, 10, 10, 11, 10, 8, 10, 10, 9, 9, 10, 10, 9, 11, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 10, 9, 10, 11, 9, 8, 11, 9, 11, 9, 11, 9, 11, 9, 9, 10, 10, 10, 10, 11, 10, 9, 10, 10, 11, 9, 12, 9, 12, 10, 11, 11, 12, 9, 9, 9, 12, 11, 11, 11, 11, 9, 11, 10, 11, 11, 11, 10, 9, 10, 10, 10, 10, 10, 9, 11, 9, 10, 10, 8, 10, 12, 11, 10, 9, 11, 11, 11, 12, 9, 11, 11, 10, 12, 10, 10, 9, 8, 10, 11, 9, 11, 10, 10, 11, 8, 11, 11, 11, 9, 11, 8, 12, 12, 11, 10, 11, 10, 10, 10, 9, 11, 11, 10, 10, 11, 9, 10, 9, 10, 11, 11, 11, 9, 10, 10, 10, 10, 10, 11, 12, 11, 11, 10, 11, 10, 9, 11, 10, 12, 8, 12, 9, 11, 12, 9, 12, 11, 9, 10, 11, 10, 10, 11, 11, 11, 9, 10, 10, 10, 10, 9, 11, 9, 9, 11, 10, 10, 9, 8, 11, 11, 9, 10, 10, 11, 9, 11, 10, 11, 9, 12, 10, 6, 9, 10, 10, 9, 8, 10, 10, 8, 9, 9, 10, 10, 11, 10, 10, 10, 10, 9, 9, 9, 11, 9, 10, 9, 10, 9, 10, 13, 10, 12, 11, 10, 10, 9, 11, 10, 10, 10, 11, 10, 10, 9, 11, 10, 10, 11, 8, 10, 10, 10, 10, 9, 10, 9, 10, 11, 11, 9, 10, 10, 10, 8, 12, 10, 9, 10, 10, 9, 10, 11, 12, 8, 11, 10, 9, 10, 10, 9, 8, 9, 9, 11, 10, 7, 10, 11, 10, 10, 10, 10, 11, 11, 11, 11, 10, 10, 9, 10, 11, 10, 11, 11, 11, 10, 10, 12, 12, 11, 10, 11, 11, 9, 11, 10, 9, 10, 10, 11, 9, 10, 8, 9, 9, 12, 10, 9, 10, 10, 12, 11, 11, 10, 12, 9, 10, 8, 9, 9, 10, 11, 8, 11, 10, 10, 10, 10, 8, 12, 9, 11, 10, 10, 11, 11, 8, 9, 9, 10, 11, 9, 10, 10, 9, 11, 10, 8, 9, 10, 10, 9, 9, 11, 10, 9, 10, 9, 11, 10, 9, 9, 11, 10, 9, 10, 11, 11, 10, 8, 9, 9, 9, 10, 9, 9, 12, 10]"
20,5,159,145,30,5.3,4.83333333333333,400,"[9, 11, 10, 10, 10, 10, 10, 11, 11, 10, 9, 10, 12, 10, 8, 11, 10, 10, 10, 10, 10, 9, 9, 9, 11, 9, 10, 11, 10, 9, 12, 11, 10, 9, 9, 10, 10, 9, 10, 10, 9, 10, 9, 11, 9, 11, 10, 11, 11, 10, 10, 9, 9, 11, 8, 11, 9, 10, 9, 7, 12, 11, 10, 12, 9, 9, 9, 9, 11, 11, 10, 9, 10, 11, 11, 10, 10, 10, 12, 10, 11, 10, 10, 9, 9, 10, 10, 10, 9, 10, 10, 11, 9, 9, 11, 10, 11, 10, 10, 10, 9, 11, 11, 12, 10, 9, 10, 10, 8, 11, 9, 8, 11, 10, 11, 10, 9, 11, 10, 9, 11, 10, 11, 10, 8, 13, 10, 10, 8, 9, 9, 9, 10, 9, 10, 11, 10, 9, 9, 9, 10, 10, 9, 11, 9, 11, 11, 8, 10, 10, 11, 10, 10, 8, 9, 11, 10, 11, 10, 11, 12, 9, 11, 9, 9, 10, 10, 10, 11, 8, 10, 9, 10, 9, 8, 8, 10, 11, 9, 11, 10, 10, 8, 13, 10, 11, 10, 10, 10, 10, 11, 10, 9, 8, 11, 10, 11, 11, 9, 10, 9, 11, 10, 10, 10, 9, 9, 11, 11, 10, 9, 11, 10, 9, 13, 9, 9, 11, 11, 10, 10, 10, 11, 9, 10, 12, 11, 11, 11, 9, 11, 10, 9, 10, 9, 9, 11, 9, 11, 9, 11, 11, 9, 10, 11, 11, 9, 10, 9, 11, 9, 9, 9, 11, 11, 10, 10, 10, 9, 11, 11, 10, 11, 10, 11, 10, 11, 12, 9, 10, 9, 9, 9, 12, 10, 9, 11, 10, 10, 9, 10, 11, 9, 8, 9, 12, 11, 11, 12, 9, 10, 11, 10, 8, 10, 10, 10, 9, 10, 10, 9, 10, 10, 9, 10, 12, 10, 11, 10, 11, 12, 11, 10, 9, 9, 9, 11, 8, 9, 10, 8, 9, 8, 10, 10, 12, 7, 10, 11, 11, 9, 11, 9, 10, 10, 10, 13, 11, 12, 10, 10, 12, 11, 12, 10, 9, 12, 10, 10, 10, 12, 10, 8, 11, 10, 10, 10, 11, 10, 10, 11, 10, 10, 12, 10, 11, 11, 11, 10, 10, 11, 10, 11, 10, 13, 11, 10, 10, 9, 9, 8, 10, 9, 12, 9, 12, 10, 11, 9, 9, 10, 8, 9, 12, 13, 11, 11, 10, 10, 9]"
20,5,157,137,22,7.13636363636364,6.22727272727273,400,"[10, 12, 11, 10, 10, 10, 12, 9, 11, 11, 11, 11, 13, 11, 8, 11, 10, 10, 10, 12, 10, 9, 10, 11, 11, 12, 11, 9, 8, 10, 10, 9, 9, 11, 11, 10, 10, 10, 11, 11, 9, 10, 10, 11, 12, 10, 10, 11, 10, 11, 10, 10, 9, 10, 9, 9, 10, 10, 9, 8, 11, 11, 8, 10, 12, 8, 10, 9, 11, 13, 10, 10, 12, 10, 12, 8, 10, 11, 9, 12, 11, 9, 9, 10, 11, 10, 8, 10, 9, 9, 12, 11, 11, 11, 11, 8, 11, 10, 9, 8, 10, 12, 10, 10, 11, 11, 9, 11, 9, 9, 10, 10, 11, 9, 10, 10, 10, 10, 10, 12, 11, 10, 11, 10, 10, 12, 10, 9, 12, 11, 11, 10, 11, 10, 11, 10, 11, 10, 11, 11, 10, 11, 9, 9, 11, 9, 9, 10, 11, 10, 11, 9, 10, 10, 13, 10, 10, 9, 10, 11, 9, 11, 10, 10, 10, 10, 10, 10, 11, 10, 9, 11, 9, 10, 8, 9, 10, 9, 10, 10, 11, 10, 10, 10, 9, 10, 10, 9, 8, 11, 12, 10, 10, 10, 10, 11, 11, 10, 9, 10, 10, 10, 10, 11, 9, 10, 9, 9, 9, 10, 10, 11, 11, 10, 10, 9, 10, 10, 9, 10, 10, 11, 8, 9, 11, 9, 9, 9, 10, 10, 10, 10, 10, 9, 10, 10, 10, 9, 11, 10, 8, 11, 10, 10, 10, 10, 9, 9, 9, 12, 10, 8, 12, 10, 9, 10, 11, 11, 10, 9, 11, 9, 9, 9, 10, 10, 11, 9, 12, 10, 9, 9, 11, 11, 10, 9, 10, 9, 11, 9, 10, 10, 10, 10, 10, 9, 10, 11, 8, 12, 10, 10, 11, 10, 8, 7, 11, 9, 10, 13, 10, 10, 9, 11, 9, 10, 9, 8, 10, 8, 11, 10, 10, 10, 9, 10, 11, 10, 10, 10, 11, 10, 9, 11, 11, 10, 10, 8, 10, 9, 12, 10, 10, 12, 10, 12, 10, 10, 11, 10, 10, 10, 10, 12, 10, 11, 12, 9, 9, 10, 11, 8, 10, 11, 10, 11, 11, 11, 13, 12, 10, 10, 10, 12, 8, 10, 10, 10, 10, 9, 9, 12, 11, 11, 12, 10, 10, 9, 9, 8, 10, 11, 9, 9, 10, 9, 10, 9, 11, 10, 11, 10, 11, 9, 11, 10, 9, 12, 9, 10]"
20,5,72,70,22,3.27272727272727,3.18181818181818,400,"[12, 10, 9, 10, 10, 10, 9, 10, 9, 11, 10, 10, 9, 9, 11, 10, 9, 10, 8, 10, 10, 11, 10, 11, 9, 10, 11, 9, 9, 11, 10, 11, 10, 12, 11, 9, 11, 9, 11, 10, 10, 10, 10, 10, 10, 10, 8, 9, 11, 11, 9, 11, 10, 9, 9, 9, 9, 10, 10, 10, 11, 9, 11, 12, 12, 11, 10, 10, 11, 9, 12, 10, 8, 9, 10, 8, 10, 11, 10, 10, 8, 8, 8, 11, 12, 10, 10, 9, 11, 10, 9, 10, 10, 10, 11, 9, 12, 10, 12, 10, 11, 9, 9, 11, 11, 9, 10, 11, 11, 9, 9, 11, 10, 12, 11, 9, 10, 10, 10, 11, 12, 11, 10, 12, 11, 10, 10, 9, 9, 9, 9, 9, 9, 9, 11, 11, 10, 9, 10, 10, 10, 9, 9, 10, 9, 10, 11, 11, 10, 10, 11, 10, 10, 10, 11, 8, 9, 11, 11, 10, 7, 10, 9, 10, 10, 8, 10, 12, 7, 9, 11, 11, 11, 10, 10, 9, 10, 12, 11, 9, 9, 11, 11, 10, 10, 10, 11, 10, 9, 10, 10, 10, 9, 12, 9, 9, 10, 10, 10, 8, 8, 8, 11, 11, 10, 11, 11, 11, 11, 9, 11, 11, 10, 10, 8, 10, 9, 11, 12, 10, 11, 11, 11, 9, 10, 9, 10, 11, 10, 10, 10, 10, 11, 11, 10, 8, 12, 10, 10, 9, 11, 9, 10, 12, 9, 10, 10, 10, 10, 10, 10, 9, 10, 9, 10, 10, 9, 12, 10, 11, 11, 9, 11, 11, 11, 10, 10, 12, 10, 10, 10, 9, 10, 11, 11, 11, 9, 11, 9, 8, 9, 11, 9, 8, 10, 11, 9, 10, 9, 9, 10, 9, 9, 9, 9, 10, 10, 8, 12, 9, 10, 10, 11, 10, 7, 10, 9, 10, 12, 9, 10, 11, 8, 10, 10, 10, 11, 9, 10, 11, 11, 9, 9, 10, 9, 9, 10, 8, 10, 10, 9, 12, 9, 9, 10, 11, 9, 10, 11, 10, 11, 9, 11, 8, 10, 10, 10, 10, 10, 11, 9, 10, 10, 11, 11, 11, 9, 10, 9, 9, 12, 11, 8, 10, 10, 8, 11, 12, 11, 10, 9, 11, 9, 10, 11, 10, 10, 8, 8, 9, 9, 9, 10, 11, 10, 10, 11, 10, 10, 11, 9, 10, 11, 10, 10, 10, 11, 11, 9, 8]"
20,5,138,120,31,4.45161290322581,3.87096774193548,400,"[8, 11, 9, 9, 10, 10, 10, 9, 11, 9, 9, 10, 10, 12, 10, 9, 9, 9, 9, 9, 11, 10, 10, 11, 10, 11, 10, 11, 9, 11, 10, 10, 10, 10, 9, 10, 8, 11, 12, 9, 8, 10, 10, 9, 10, 10, 11, 11, 11, 10, 10, 10, 10, 11, 11, 10, 10, 10, 11, 9, 11, 10, 11, 10, 10, 12, 10, 9, 9, 10, 10, 9, 10, 11, 11, 10, 11, 9, 12, 11, 11, 11, 11, 10, 9, 10, 10, 10, 11, 10, 10, 11, 10, 10, 12, 9, 11, 8, 9, 9, 12, 10, 11, 10, 10, 10, 10, 9, 11, 11, 9, 8, 11, 11, 10, 12, 12, 9, 9, 10, 9, 12, 10, 9, 11, 9, 9, 11, 10, 11, 8, 11, 9, 8, 11, 9, 10, 12, 10, 11, 12, 10, 9, 10, 11, 10, 11, 10, 10, 9, 10, 9, 11, 10, 9, 12, 10, 10, 10, 10, 12, 9, 10, 9, 9, 12, 9, 10, 7, 11, 12, 9, 11, 11, 10, 7, 8, 10, 10, 9, 10, 10, 9, 10, 10, 7, 10, 12, 12, 10, 9, 10, 11, 11, 9, 8, 9, 8, 8, 10, 10, 11, 10, 11, 11, 11, 9, 12, 11, 12, 8, 10, 10, 11, 9, 10, 10, 10, 10, 10, 10, 10, 9, 10, 9, 11, 11, 10, 10, 9, 10, 10, 10, 10, 11, 10, 8, 10, 10, 11, 8, 11, 9, 9, 10, 11, 12, 10, 10, 11, 9, 9, 10, 10, 10, 9, 10, 10, 10, 11, 10, 10, 12, 9, 10, 10, 9, 9, 9, 8, 13, 12, 11, 12, 11, 11, 10, 11, 9, 8, 9, 9, 10, 10, 11, 11, 9, 11, 10, 10, 10, 11, 9, 9, 8, 11, 10, 9, 11, 10, 10, 9, 11, 9, 9, 9, 10, 9, 9, 10, 9, 7, 9, 8, 8, 10, 11, 9, 12, 11, 11, 10, 10, 11, 11, 11, 9, 9, 9, 10, 10, 11, 11, 10, 11, 10, 8, 10, 9, 9, 9, 10, 10, 11, 11, 11, 11, 10, 10, 11, 10, 10, 8, 8, 11, 10, 10, 10, 10, 12, 12, 11, 11, 9, 8, 9, 10, 11, 10, 9, 11, 10, 10, 8, 9, 10, 11, 11, 11, 10, 10, 10, 12, 11, 10, 11, 10, 10, 9, 10, 10, 10, 10, 10, 10, 8, 11, 10, 9, 9]"
20,5,157,127,39,4.02564102564103,3.25641025641026,400,"[12, 9, 12, 9, 9, 12, 10, 12, 10, 11, 11, 10, 10, 10, 11, 9, 10, 11, 10, 12, 8, 9, 9, 11, 10, 11, 10, 11, 10, 10, 10, 10, 10, 8, 11, 11, 9, 10, 10, 9, 10, 11, 11, 9, 10, 12, 10, 11, 10, 10, 11, 10, 10, 8, 11, 9, 10, 9, 9, 11, 10, 10, 10, 11, 10, 9, 10, 11, 12, 10, 9, 10, 11, 11, 11, 10, 8, 10, 10, 8, 12, 10, 10, 9, 10, 11, 10, 9, 11, 11, 9, 9, 10, 10, 11, 10, 9, 12, 10, 10, 10, 8, 13, 9, 10, 11, 10, 13, 9, 10, 10, 10, 10, 9, 11, 11, 7, 10, 12, 10, 8, 11, 12, 14, 10, 11, 10, 12, 8, 11, 10, 10, 9, 9, 9, 8, 10, 9, 9, 11, 11, 7, 10, 10, 10, 10, 9, 9, 11, 9, 9, 10, 9, 11, 11, 9, 10, 8, 9, 10, 10, 10, 10, 10, 8, 11, 10, 10, 11, 9, 10, 9, 12, 9, 10, 8, 11, 9, 11, 10, 11, 8, 8, 9, 11, 11, 11, 8, 10, 10, 12, 9, 9, 10, 10, 11, 9, 11, 10, 11, 10, 11, 10, 9, 12, 10, 10, 10, 11, 10, 11, 9, 11, 11, 9, 10, 10, 10, 11, 9, 9, 9, 12, 10, 11, 10, 11, 9, 8, 10, 12, 10, 9, 11, 10, 11, 10, 10, 11, 10, 9, 10, 10, 8, 9, 9, 12, 9, 10, 9, 11, 10, 10, 8, 10, 11, 11, 9, 9, 8, 11, 8, 11, 9, 10, 9, 9, 10, 12, 11, 12, 9, 10, 10, 10, 12, 9, 10, 11, 10, 10, 8, 11, 9, 8, 10, 11, 11, 9, 11, 9, 11, 11, 11, 10, 11, 10, 10, 10, 10, 10, 10, 11, 11, 9, 9, 10, 11, 9, 9, 10, 12, 10, 11, 10, 10, 8, 10, 11, 9, 10, 9, 10, 9, 10, 10, 10, 11, 11, 10, 9, 10, 10, 11, 13, 10, 12, 11, 9, 9, 11, 10, 10, 11, 12, 10, 12, 10, 11, 11, 12, 9, 10, 11, 10, 11, 10, 10, 9, 9, 11, 12, 11, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 12, 10, 9, 10, 8, 11, 11, 11, 9, 11, 9, 9, 9, 12, 9, 11, 11, 11, 9, 9, 9, 9, 12, 9, 10, 10]"
20,5,70,68,20,3.5,3.4,400,"[12, 10, 10, 11, 12, 9, 9, 10, 10, 9, 9, 10, 9, 9, 10, 10, 11, 10, 9, 10, 9, 11, 12, 10, 9, 10, 11, 12, 11, 9, 9, 10, 11, 12, 9, 9, 9, 10, 9, 11, 10, 9, 11, 10, 11, 11, 9, 10, 8, 11, 11, 10, 9, 11, 11, 10, 10, 10, 10, 11, 10, 9, 10, 10, 10, 11, 8, 10, 11, 10, 10, 11, 10, 8, 9, 10, 10, 11, 11, 10, 9, 8, 8, 10, 11, 10, 10, 11, 11, 10, 10, 10, 9, 10, 9, 11, 12, 10, 9, 10, 12, 10, 9, 10, 10, 8, 11, 12, 9, 11, 12, 10, 10, 11, 11, 11, 9, 8, 8, 9, 8, 9, 10, 10, 11, 11, 10, 9, 9, 7, 10, 9, 9, 9, 9, 10, 8, 9, 9, 9, 9, 11, 10, 10, 9, 9, 9, 9, 11, 11, 10, 10, 7, 11, 11, 12, 11, 10, 11, 10, 10, 10, 7, 8, 8, 9, 9, 10, 13, 10, 9, 10, 9, 12, 10, 9, 12, 10, 11, 10, 9, 12, 10, 9, 9, 10, 9, 9, 10, 10, 10, 8, 11, 8, 8, 11, 11, 9, 11, 10, 11, 12, 11, 11, 8, 12, 8, 11, 10, 10, 10, 10, 11, 9, 10, 10, 10, 9, 11, 9, 11, 11, 9, 10, 9, 11, 11, 9, 11, 10, 9, 10, 10, 9, 10, 10, 12, 10, 10, 8, 10, 9, 8, 9, 10, 9, 11, 11, 11, 11, 9, 10, 10, 10, 11, 10, 10, 10, 8, 9, 11, 12, 11, 9, 11, 9, 9, 10, 9, 11, 12, 11, 9, 10, 11, 9, 10, 11, 9, 9, 11, 9, 10, 12, 10, 11, 10, 11, 10, 10, 9, 11, 12, 11, 10, 8, 9, 10, 10, 8, 10, 11, 10, 10, 9, 11, 10, 9, 10, 11, 11, 11, 11, 9, 10, 8, 10, 11, 11, 8, 7, 9, 9, 11, 9, 10, 10, 10, 10, 9, 11, 10, 9, 9, 10, 10, 10, 10, 11, 9, 9, 11, 10, 11, 9, 10, 11, 10, 10, 9, 10, 10, 10, 9, 10, 10, 11, 10, 9, 11, 9, 10, 9, 10, 11, 9, 9, 10, 9, 11, 12, 9, 11, 11, 9, 10, 8, 9, 8, 9, 10, 9, 11, 11, 9, 9, 10, 8, 11, 11, 8, 10, 10, 11, 9, 10, 10, 11, 11, 8]"
20,5,159,139,32,4.96875,4.34375,400,"[9, 10, 11, 9, 10, 11, 9, 9, 9, 9, 9, 10, 12, 11, 10, 11, 12, 9, 10, 12, 10, 9, 12, 9, 9, 10, 9, 9, 9, 10, 10, 9, 10, 11, 12, 9, 9, 13, 10, 9, 10, 9, 9, 11, 8, 11, 8, 10, 10, 10, 10, 10, 9, 9, 11, 11, 11, 11, 8, 10, 10, 11, 9, 10, 9, 9, 10, 10, 10, 11, 10, 9, 11, 11, 8, 9, 10, 12, 10, 12, 11, 10, 10, 11, 9, 10, 9, 8, 10, 9, 12, 9, 11, 11, 11, 10, 10, 10, 11, 11, 10, 10, 13, 11, 9, 12, 10, 8, 10, 11, 10, 10, 10, 9, 11, 12, 9, 10, 10, 9, 8, 10, 10, 11, 8, 10, 10, 11, 8, 10, 8, 10, 9, 10, 12, 10, 10, 11, 10, 9, 10, 9, 8, 11, 11, 10, 10, 12, 12, 11, 10, 10, 9, 9, 11, 12, 12, 10, 10, 10, 9, 10, 9, 10, 9, 9, 10, 10, 10, 10, 10, 9, 10, 10, 9, 10, 11, 9, 9, 10, 11, 9, 11, 10, 10, 10, 9, 8, 10, 10, 9, 10, 10, 10, 10, 9, 9, 9, 11, 10, 11, 10, 8, 10, 9, 10, 9, 10, 8, 9, 10, 9, 11, 9, 9, 9, 11, 10, 11, 9, 10, 12, 10, 11, 11, 10, 9, 9, 12, 9, 10, 9, 9, 11, 10, 12, 7, 10, 12, 8, 10, 9, 11, 10, 12, 10, 11, 9, 9, 11, 9, 11, 10, 11, 9, 11, 11, 10, 9, 11, 12, 11, 11, 11, 11, 7, 10, 10, 11, 9, 9, 9, 12, 10, 8, 12, 9, 10, 10, 12, 9, 10, 10, 10, 9, 9, 11, 10, 11, 10, 12, 10, 11, 10, 9, 11, 9, 9, 11, 9, 9, 11, 9, 9, 9, 10, 12, 12, 10, 9, 8, 10, 11, 9, 9, 11, 10, 12, 7, 8, 10, 9, 11, 10, 10, 10, 10, 10, 8, 11, 10, 10, 10, 12, 11, 10, 10, 10, 9, 9, 11, 9, 9, 11, 9, 10, 9, 8, 10, 10, 11, 10, 8, 8, 11, 11, 9, 11, 11, 9, 8, 9, 12, 11, 9, 10, 11, 10, 9, 9, 11, 11, 10, 11, 12, 10, 9, 9, 10, 12, 9, 9, 9, 10, 9, 10, 9, 10, 11, 10, 9, 9, 11, 10, 11, 11, 11, 9, 9, 9]"
