N,K,Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,length,sequence
20,5,106,90,31,3.4193548387096775,2.903225806451613,400,"[11, 11, 10, 9, 11, 10, 10, 10, 10, 9, 11, 9, 10, 8, 10, 7, 11, 11, 10, 10, 10, 10, 10, 12, 10, 10, 11, 11, 10, 10, 11, 10, 10, 9, 11, 10, 11, 10, 10, 10, 10, 9, 10, 9, 10, 10, 11, 11, 10, 10, 12, 9, 11, 12, 10, 10, 10, 10, 10, 10, 10, 11, 10, 8, 11, 9, 8, 11, 10, 10, 11, 10, 10, 9, 9, 11, 8, 10, 8, 11, 8, 9, 9, 12, 9, 10, 8, 11, 11, 10, 10, 10, 9, 11, 11, 12, 10, 12, 9, 9, 11, 11, 11, 11, 8, 9, 9, 9, 12, 8, 10, 10, 10, 7, 10, 11, 12, 9, 11, 10, 10, 8, 12, 10, 9, 9, 10, 10, 9, 9, 9, 12, 10, 10, 10, 10, 11, 9, 9, 8, 8, 10, 12, 9, 9, 11, 9, 10, 9, 11, 10, 10, 9, 9, 10, 12, 8, 11, 11, 11, 9, 10, 9, 11, 11, 10, 10, 10, 12, 9, 11, 10, 11, 11, 8, 9, 11, 11, 10, 11, 10, 10, 12, 9, 10, 10, 8, 9, 10, 9, 12, 9, 12, 9, 9, 10, 11, 10, 10, 10, 10, 9, 8, 11, 9, 12, 11, 9, 12, 10, 10, 10, 8, 12, 10, 10, 9, 9, 10, 11, 10, 10, 10, 10, 9, 10, 11, 10, 9, 10, 10, 8, 12, 11, 11, 10, 11, 8, 10, 10, 9, 10, 11, 11, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 9, 8, 9, 10, 12, 10, 10, 10, 9, 8, 8, 10, 10, 8, 9, 10, 10, 10, 9, 9, 10, 9, 11, 11, 11, 11, 11, 10, 11, 9, 10, 9, 10, 10, 11, 9, 11, 10, 10, 9, 8, 10, 9, 12, 11, 10, 12, 11, 9, 9, 11, 9, 12, 10, 10, 9, 11, 9, 10, 9, 10, 12, 11, 11, 11, 12, 10, 11, 12, 9, 10, 10, 11, 11, 9, 10, 10, 13, 11, 9, 7, 10, 10, 10, 10, 10, 11, 10, 11, 9, 10, 10, 12, 10, 11, 10, 9, 11, 10, 10, 8, 9, 9, 11, 10, 9, 10, 10, 11, 10, 12, 10, 11, 9, 10, 10, 12, 9, 9, 10, 10, 8, 11, 11, 11, 11, 8, 9, 10, 11, 9, 10, 9, 8, 8, 11, 12, 10, 10, 9, 11, 10, 11, 9, 9, 12]"
20,5,154,128,33,4.666666666666667,3.878787878787879,400,"[9, 11, 10, 10, 10, 11, 9, 10, 10, 9, 9, 11, 11, 11, 11, 11, 10, 12, 10, 12, 11, 8, 9, 9, 9, 11, 9, 11, 10, 10, 9, 8, 8, 10, 7, 9, 10, 10, 9, 10, 10, 10, 11, 10, 9, 9, 12, 9, 10, 9, 10, 12, 12, 10, 10, 11, 12, 10, 12, 13, 8, 9, 12, 10, 11, 11, 10, 10, 10, 9, 9, 11, 12, 7, 9, 10, 10, 11, 9, 10, 9, 12, 10, 11, 9, 10, 11, 10, 10, 9, 10, 10, 10, 9, 9, 10, 10, 9, 10, 10, 9, 9, 9, 10, 9, 10, 12, 8, 10, 11, 11, 10, 12, 10, 11, 10, 10, 10, 10, 9, 10, 9, 9, 10, 9, 10, 9, 10, 11, 10, 11, 10, 10, 11, 9, 10, 10, 10, 10, 10, 10, 9, 11, 10, 10, 9, 9, 11, 12, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 9, 12, 7, 10, 9, 11, 10, 11, 10, 8, 9, 9, 10, 9, 10, 11, 10, 9, 9, 11, 9, 10, 9, 9, 8, 9, 9, 9, 10, 11, 10, 10, 10, 10, 11, 11, 11, 11, 10, 8, 9, 9, 10, 9, 10, 8, 9, 9, 12, 10, 10, 9, 11, 11, 11, 13, 11, 10, 9, 10, 10, 10, 9, 10, 11, 10, 11, 10, 9, 9, 11, 9, 9, 10, 9, 10, 10, 10, 9, 10, 12, 10, 9, 10, 9, 9, 10, 11, 9, 11, 10, 11, 10, 11, 9, 10, 10, 10, 13, 11, 9, 10, 10, 11, 10, 9, 11, 9, 10, 10, 10, 9, 10, 10, 11, 12, 9, 11, 11, 10, 11, 8, 9, 9, 9, 9, 10, 10, 10, 8, 9, 8, 9, 10, 11, 10, 11, 11, 9, 10, 10, 10, 10, 8, 9, 10, 10, 12, 10, 10, 11, 10, 10, 8, 9, 9, 11, 10, 11, 9, 10, 9, 10, 9, 10, 8, 10, 10, 10, 10, 10, 10, 11, 12, 9, 12, 11, 10, 9, 10, 9, 10, 12, 11, 8, 9, 10, 10, 9, 11, 11, 9, 9, 10, 10, 9, 9, 11, 10, 10, 10, 11, 10, 9, 9, 9, 11, 10, 12, 9, 11, 9, 10, 11, 9, 9, 9, 12, 12, 10, 10, 9, 11, 9, 10, 11, 8, 8, 11, 8, 9, 10, 11, 10, 10, 10, 10, 9, 11, 11, 10]"
20,5,120,106,21,5.714285714285714,5.0476190476190474,400,"[9, 11, 10, 9, 11, 11, 10, 9, 10, 9, 10, 9, 11, 9, 10, 9, 10, 12, 10, 11, 10, 9, 10, 8, 10, 9, 9, 11, 10, 10, 9, 9, 10, 10, 9, 10, 10, 9, 10, 12, 10, 11, 10, 12, 10, 10, 11, 11, 10, 8, 10, 9, 10, 10, 13, 9, 11, 10, 10, 9, 8, 9, 12, 10, 11, 9, 9, 11, 10, 10, 11, 13, 11, 10, 10, 11, 10, 11, 10, 10, 10, 10, 9, 11, 11, 7, 10, 9, 10, 11, 10, 9, 10, 9, 9, 9, 8, 11, 11, 9, 10, 8, 10, 10, 9, 10, 9, 9, 11, 8, 8, 9, 11, 10, 11, 10, 11, 9, 10, 10, 10, 9, 9, 9, 11, 11, 8, 10, 11, 9, 8, 11, 10, 10, 11, 11, 9, 10, 11, 9, 9, 7, 10, 10, 9, 10, 11, 10, 10, 9, 11, 9, 12, 11, 10, 10, 10, 10, 8, 11, 9, 10, 11, 10, 11, 10, 11, 9, 9, 11, 10, 10, 10, 10, 12, 8, 8, 10, 11, 9, 10, 12, 10, 9, 9, 9, 9, 9, 12, 9, 11, 11, 9, 10, 9, 9, 11, 11, 10, 10, 11, 12, 10, 11, 10, 11, 10, 9, 9, 10, 9, 11, 10, 9, 8, 11, 9, 11, 8, 12, 10, 11, 10, 12, 10, 10, 10, 10, 10, 9, 10, 11, 9, 10, 10, 11, 10, 8, 10, 11, 10, 9, 11, 10, 10, 10, 8, 10, 10, 9, 11, 10, 9, 11, 11, 10, 10, 10, 12, 9, 11, 10, 10, 10, 10, 9, 10, 12, 11, 12, 10, 10, 10, 10, 10, 11, 8, 11, 11, 11, 10, 9, 11, 11, 10, 8, 12, 11, 10, 9, 11, 9, 10, 10, 10, 9, 11, 11, 9, 9, 10, 10, 8, 11, 11, 10, 10, 10, 12, 11, 10, 9, 10, 10, 9, 10, 11, 10, 11, 10, 10, 10, 10, 9, 10, 10, 11, 11, 10, 10, 10, 8, 10, 12, 9, 10, 9, 8, 10, 9, 10, 9, 9, 10, 10, 10, 9, 11, 10, 9, 11, 10, 9, 11, 11, 10, 9, 11, 11, 8, 11, 10, 11, 11, 11, 11, 10, 9, 9, 9, 10, 12, 9, 10, 12, 11, 9, 10, 11, 8, 10, 11, 12, 10, 11, 11, 9, 11, 9, 10, 11, 11, 10, 10, 8, 10, 9, 10, 11, 10]"
20,5,73,67,21,3.4761904761904763,3.1904761904761907,400,"[10, 10, 11, 8, 10, 10, 8, 10, 10, 9, 11, 10, 12, 9, 10, 11, 9, 9, 9, 8, 11, 11, 8, 11, 11, 9, 9, 11, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 12, 11, 10, 11, 9, 9, 11, 9, 11, 9, 11, 11, 11, 11, 9, 10, 10, 10, 9, 10, 11, 9, 10, 9, 10, 12, 10, 10, 9, 12, 11, 11, 9, 10, 8, 10, 9, 10, 9, 11, 10, 10, 10, 11, 10, 7, 10, 11, 10, 10, 9, 11, 9, 10, 10, 11, 9, 9, 10, 10, 11, 10, 10, 10, 10, 10, 10, 11, 10, 9, 10, 9, 11, 9, 9, 10, 11, 10, 9, 12, 11, 10, 12, 8, 10, 10, 10, 10, 11, 11, 9, 10, 9, 9, 10, 10, 11, 9, 8, 12, 10, 9, 11, 8, 8, 10, 11, 11, 9, 9, 12, 9, 11, 11, 11, 11, 12, 11, 9, 11, 11, 9, 11, 12, 12, 8, 9, 10, 9, 11, 12, 8, 10, 12, 11, 11, 10, 9, 10, 10, 11, 11, 8, 10, 10, 11, 10, 10, 8, 11, 10, 10, 11, 11, 10, 10, 8, 11, 11, 11, 11, 11, 10, 12, 8, 8, 10, 11, 11, 9, 8, 11, 10, 11, 10, 8, 10, 9, 12, 10, 9, 11, 10, 11, 10, 10, 9, 11, 10, 10, 10, 11, 12, 10, 11, 10, 10, 10, 10, 10, 11, 10, 8, 10, 11, 10, 10, 9, 10, 9, 9, 9, 10, 9, 9, 10, 9, 10, 11, 10, 11, 10, 11, 10, 10, 11, 11, 10, 9, 8, 11, 9, 9, 11, 10, 9, 12, 11, 11, 10, 9, 9, 10, 10, 12, 12, 10, 9, 10, 8, 9, 9, 11, 9, 9, 9, 11, 11, 9, 9, 9, 12, 9, 9, 11, 10, 7, 9, 10, 9, 10, 11, 9, 11, 12, 9, 10, 11, 10, 10, 8, 8, 11, 11, 9, 8, 10, 10, 10, 9, 9, 10, 9, 9, 9, 11, 10, 10, 10, 10, 9, 10, 10, 10, 11, 10, 10, 10, 10, 11, 9, 10, 8, 11, 11, 10, 10, 10, 10, 10, 7, 8, 10, 10, 9, 10, 9, 9, 11, 10, 8, 10, 10, 9, 11, 11, 11, 11, 9, 12, 10, 9, 10, 10, 10, 9, 11, 11, 10, 9, 8, 11, 10, 12, 10, 10, 10, 10, 10, 9, 11, 12]"
20,5,199,177,30,6.633333333333334,5.9,400,"[9, 10, 11, 10, 11, 9, 10, 10, 10, 12, 11, 10, 11, 10, 7, 9, 12, 10, 9, 9, 10, 11, 9, 11, 9, 10, 10, 11, 11, 9, 12, 10, 9, 12, 9, 9, 11, 10, 8, 10, 9, 11, 10, 9, 10, 9, 10, 9, 11, 9, 10, 10, 10, 9, 13, 10, 10, 8, 10, 9, 11, 8, 12, 10, 11, 9, 11, 9, 11, 11, 10, 10, 10, 10, 11, 10, 9, 9, 9, 11, 10, 10, 9, 9, 12, 9, 10, 11, 11, 8, 11, 9, 10, 10, 9, 12, 10, 11, 11, 8, 12, 10, 10, 10, 8, 10, 9, 10, 9, 10, 9, 9, 10, 11, 10, 8, 11, 9, 10, 10, 8, 10, 10, 11, 10, 10, 9, 11, 11, 11, 9, 10, 10, 10, 11, 10, 10, 9, 11, 9, 9, 11, 10, 9, 12, 10, 12, 8, 10, 11, 11, 9, 10, 10, 11, 8, 11, 10, 10, 10, 10, 9, 9, 9, 12, 11, 11, 11, 10, 10, 10, 10, 8, 10, 10, 10, 9, 10, 10, 10, 10, 11, 8, 13, 10, 11, 11, 11, 11, 11, 10, 9, 9, 10, 10, 9, 9, 11, 12, 10, 9, 10, 11, 10, 9, 9, 9, 11, 11, 10, 11, 12, 9, 10, 10, 10, 11, 12, 10, 9, 10, 11, 10, 11, 10, 11, 7, 10, 9, 11, 9, 9, 10, 8, 10, 9, 10, 9, 9, 9, 11, 10, 9, 10, 9, 10, 12, 9, 10, 10, 8, 11, 10, 9, 11, 10, 9, 10, 8, 10, 10, 10, 9, 10, 11, 9, 10, 10, 10, 9, 10, 11, 10, 11, 10, 9, 8, 11, 10, 10, 9, 9, 9, 10, 10, 10, 11, 9, 9, 12, 10, 9, 10, 12, 9, 8, 8, 10, 10, 10, 10, 11, 10, 9, 10, 11, 10, 11, 9, 11, 10, 9, 11, 8, 11, 10, 9, 9, 9, 9, 8, 13, 12, 10, 9, 10, 12, 9, 12, 11, 9, 9, 10, 10, 10, 11, 12, 10, 10, 11, 9, 11, 8, 11, 9, 10, 8, 10, 11, 10, 10, 11, 10, 11, 11, 11, 11, 8, 11, 12, 9, 10, 10, 11, 11, 11, 9, 10, 10, 10, 10, 11, 11, 10, 9, 9, 7, 9, 10, 10, 10, 10, 11, 10, 8, 12, 11, 10, 10, 10, 9, 9, 9, 11, 8, 10, 8, 10, 11, 11]"
20,5,167,159,33,5.0606060606060606,4.818181818181818,400,"[10, 9, 11, 10, 11, 11, 9, 11, 11, 9, 9, 10, 9, 10, 10, 9, 11, 9, 10, 10, 10, 10, 10, 11, 9, 10, 9, 8, 10, 9, 9, 11, 9, 11, 9, 9, 8, 12, 10, 9, 9, 10, 11, 9, 11, 10, 12, 11, 10, 10, 10, 10, 10, 10, 9, 10, 10, 11, 10, 11, 8, 10, 9, 10, 10, 10, 10, 11, 11, 11, 11, 11, 9, 8, 10, 9, 9, 10, 11, 8, 11, 10, 9, 9, 11, 12, 10, 11, 10, 10, 10, 10, 11, 11, 10, 12, 11, 11, 11, 10, 10, 11, 10, 10, 12, 8, 10, 11, 9, 10, 9, 11, 10, 12, 11, 10, 11, 9, 9, 10, 9, 10, 10, 10, 9, 11, 10, 9, 11, 11, 9, 9, 10, 11, 10, 10, 9, 11, 10, 9, 10, 10, 9, 10, 9, 10, 10, 10, 10, 11, 9, 10, 10, 10, 10, 12, 12, 12, 10, 11, 9, 11, 11, 10, 9, 10, 11, 10, 11, 10, 8, 13, 9, 10, 10, 10, 11, 9, 9, 10, 8, 10, 10, 10, 7, 9, 10, 11, 10, 11, 11, 11, 10, 9, 9, 9, 10, 10, 8, 11, 9, 9, 10, 9, 9, 11, 11, 10, 11, 12, 11, 9, 9, 11, 9, 10, 10, 9, 9, 10, 10, 11, 12, 10, 10, 9, 11, 11, 10, 10, 11, 10, 9, 11, 9, 9, 9, 10, 10, 9, 10, 11, 10, 10, 11, 11, 11, 12, 11, 10, 9, 9, 9, 9, 9, 11, 9, 10, 10, 8, 11, 10, 10, 10, 9, 11, 10, 9, 10, 11, 8, 11, 11, 10, 9, 12, 11, 11, 10, 9, 11, 11, 10, 11, 12, 9, 11, 11, 9, 10, 11, 10, 13, 10, 10, 11, 11, 10, 11, 11, 11, 10, 10, 8, 11, 11, 13, 10, 9, 12, 10, 11, 9, 8, 10, 8, 11, 10, 9, 11, 10, 10, 9, 11, 10, 9, 12, 9, 11, 10, 10, 11, 10, 11, 10, 10, 9, 9, 10, 10, 9, 12, 9, 9, 11, 8, 10, 11, 7, 10, 9, 10, 11, 10, 10, 9, 11, 9, 9, 12, 9, 11, 10, 10, 11, 12, 10, 10, 7, 10, 10, 11, 10, 10, 9, 9, 11, 10, 11, 10, 10, 10, 10, 11, 9, 9, 10, 9, 10, 11, 10, 10, 11, 9, 11, 9, 9, 9, 8, 11]"
20,5,98,96,22,4.454545454545454,4.363636363636363,400,"[11, 11, 10, 7, 10, 10, 13, 13, 10, 9, 9, 12, 11, 11, 8, 10, 10, 11, 10, 9, 10, 9, 10, 8, 9, 9, 11, 10, 9, 11, 10, 10, 10, 9, 9, 12, 8, 8, 8, 10, 10, 9, 8, 8, 11, 11, 11, 10, 10, 10, 9, 10, 10, 10, 8, 10, 9, 10, 9, 11, 11, 10, 11, 10, 11, 9, 10, 10, 10, 8, 12, 10, 12, 12, 9, 9, 9, 9, 10, 12, 9, 11, 10, 8, 10, 9, 10, 10, 12, 11, 12, 10, 12, 8, 10, 10, 11, 8, 10, 10, 8, 11, 11, 9, 9, 10, 10, 9, 10, 10, 11, 12, 9, 9, 9, 9, 11, 11, 12, 10, 8, 11, 10, 10, 11, 9, 10, 8, 10, 11, 10, 10, 10, 10, 11, 10, 11, 11, 10, 10, 11, 9, 11, 12, 11, 9, 10, 11, 9, 10, 10, 10, 9, 10, 10, 9, 9, 9, 12, 10, 11, 10, 10, 10, 10, 10, 11, 11, 10, 10, 10, 10, 10, 11, 9, 12, 10, 10, 10, 11, 10, 10, 10, 10, 9, 10, 10, 8, 9, 11, 10, 9, 11, 9, 12, 10, 8, 9, 10, 10, 13, 10, 12, 11, 11, 9, 9, 10, 9, 8, 11, 10, 10, 10, 9, 11, 11, 12, 10, 10, 11, 12, 9, 10, 9, 11, 10, 10, 9, 9, 10, 10, 9, 9, 12, 10, 11, 11, 10, 11, 12, 11, 11, 11, 10, 11, 11, 10, 8, 9, 11, 10, 10, 9, 10, 9, 12, 9, 10, 11, 12, 9, 9, 10, 10, 9, 9, 9, 11, 11, 9, 11, 10, 9, 10, 11, 9, 9, 11, 10, 11, 10, 9, 10, 9, 11, 10, 10, 11, 10, 9, 11, 11, 9, 11, 10, 11, 12, 8, 10, 12, 8, 10, 12, 12, 11, 11, 9, 10, 11, 9, 11, 10, 8, 8, 11, 11, 10, 9, 9, 10, 10, 10, 13, 10, 10, 9, 11, 10, 10, 9, 9, 12, 11, 10, 9, 11, 10, 10, 10, 9, 10, 10, 10, 8, 9, 10, 9, 11, 11, 11, 9, 11, 9, 10, 11, 12, 11, 9, 10, 12, 11, 11, 11, 11, 10, 10, 10, 9, 9, 9, 9, 8, 11, 9, 9, 10, 11, 11, 9, 10, 11, 11, 10, 11, 9, 9, 10, 10, 10, 10, 10, 11, 9, 11, 11, 11, 10, 12, 9]"
20,5,121,109,30,4.033333333333333,3.6333333333333333,400,"[10, 12, 10, 10, 11, 8, 9, 10, 11, 9, 11, 10, 10, 11, 9, 9, 10, 9, 11, 11, 9, 11, 10, 10, 10, 12, 10, 8, 11, 8, 9, 11, 11, 10, 11, 10, 8, 9, 12, 11, 10, 12, 11, 9, 10, 11, 11, 11, 10, 10, 9, 11, 12, 10, 11, 10, 10, 10, 11, 10, 8, 10, 9, 11, 10, 10, 10, 9, 10, 11, 11, 10, 11, 9, 11, 12, 10, 9, 9, 11, 8, 9, 9, 10, 10, 9, 11, 10, 10, 9, 10, 12, 10, 9, 11, 10, 10, 9, 11, 10, 9, 10, 10, 8, 9, 8, 10, 7, 10, 10, 10, 10, 11, 8, 10, 10, 8, 10, 9, 10, 10, 10, 12, 10, 11, 9, 11, 9, 10, 12, 11, 12, 10, 9, 9, 10, 11, 9, 8, 9, 11, 10, 11, 10, 10, 12, 10, 9, 10, 10, 10, 10, 8, 9, 11, 9, 10, 10, 10, 10, 10, 9, 10, 10, 10, 9, 9, 12, 10, 13, 10, 10, 9, 10, 11, 10, 11, 12, 11, 10, 9, 10, 10, 10, 10, 12, 10, 10, 10, 11, 9, 10, 11, 10, 9, 8, 11, 11, 10, 11, 9, 10, 12, 10, 11, 10, 10, 10, 11, 9, 10, 11, 9, 11, 10, 9, 9, 8, 10, 11, 11, 9, 10, 10, 10, 10, 11, 10, 9, 10, 10, 9, 11, 9, 11, 11, 10, 10, 12, 9, 10, 10, 10, 8, 10, 9, 10, 10, 10, 9, 11, 11, 9, 9, 11, 10, 10, 12, 10, 9, 11, 10, 10, 10, 10, 10, 10, 9, 10, 10, 8, 10, 9, 9, 11, 12, 10, 12, 10, 9, 10, 11, 9, 11, 10, 11, 10, 11, 9, 9, 11, 9, 9, 10, 9, 10, 8, 10, 11, 11, 11, 9, 9, 11, 12, 10, 9, 10, 9, 10, 10, 9, 10, 10, 11, 9, 11, 9, 10, 10, 10, 11, 10, 10, 10, 11, 9, 9, 11, 11, 11, 10, 11, 9, 10, 11, 10, 10, 11, 9, 9, 11, 10, 12, 10, 13, 10, 11, 10, 11, 9, 8, 9, 11, 11, 10, 10, 10, 9, 11, 7, 10, 11, 11, 9, 9, 9, 9, 11, 10, 10, 11, 10, 10, 11, 11, 12, 11, 11, 10, 11, 11, 11, 10, 10, 9, 10, 10, 11, 11, 12, 10, 8, 9, 9, 10, 9, 12, 9, 10]"
20,10,52,50,15,3.466666666666667,3.3333333333333335,400,"[10, 10, 10, 10, 12, 11, 10, 9, 10, 8, 11, 10, 11, 10, 9, 11, 12, 11, 10, 10, 11, 11, 12, 12, 9, 9, 11, 11, 9, 10, 9, 9, 11, 11, 10, 10, 10, 9, 10, 12, 10, 9, 11, 11, 9, 9, 12, 11, 10, 11, 10, 10, 11, 12, 11, 10, 10, 9, 9, 9, 11, 10, 10, 11, 9, 12, 10, 8, 11, 9, 10, 10, 10, 9, 10, 10, 9, 11, 8, 11, 11, 11, 9, 11, 9, 9, 9, 12, 11, 9, 9, 10, 10, 11, 9, 9, 10, 9, 8, 9, 9, 10, 10, 9, 12, 8, 12, 10, 11, 10, 12, 10, 10, 9, 10, 9, 10, 10, 9, 10, 9, 10, 11, 11, 9, 12, 9, 8, 10, 10, 11, 11, 10, 10, 13, 10, 11, 11, 9, 10, 11, 8, 11, 10, 10, 10, 10, 10, 12, 10, 10, 10, 13, 11, 9, 7, 10, 10, 10, 10, 11, 9, 10, 12, 8, 10, 11, 10, 10, 10, 11, 10, 12, 11, 10, 10, 9, 11, 9, 9, 9, 10, 10, 10, 10, 10, 10, 9, 11, 10, 9, 10, 9, 9, 9, 11, 11, 11, 10, 11, 10, 8, 12, 10, 9, 11, 10, 9, 10, 9, 10, 10, 10, 10, 7, 9, 11, 9, 10, 11, 8, 11, 10, 11, 10, 10, 10, 11, 9, 9, 11, 11, 10, 11, 11, 10, 11, 10, 11, 9, 9, 10, 11, 12, 8, 11, 9, 9, 11, 10, 10, 10, 10, 11, 10, 9, 11, 9, 10, 10, 11, 11, 11, 10, 10, 11, 11, 10, 11, 10, 10, 10, 10, 10, 9, 10, 11, 10, 9, 11, 11, 12, 8, 10, 10, 12, 9, 10, 11, 10, 9, 11, 10, 10, 12, 10, 9, 11, 8, 11, 9, 9, 9, 11, 8, 11, 10, 11, 11, 11, 11, 10, 9, 9, 11, 9, 9, 11, 10, 11, 10, 11, 8, 10, 9, 8, 10, 10, 9, 11, 10, 10, 9, 10, 10, 10, 10, 9, 9, 9, 9, 8, 12, 11, 11, 9, 10, 10, 11, 10, 10, 9, 11, 12, 10, 11, 10, 10, 10, 9, 10, 10, 10, 11, 11, 10, 11, 10, 9, 7, 11, 8, 11, 10, 12, 10, 11, 10, 10, 9, 11, 9, 11, 7, 11, 9, 9, 8, 10, 12, 10, 10, 11, 10, 12, 9, 10, 10, 9, 10]"
20,10,28,26,15,1.8666666666666667,1.7333333333333334,400,"[10, 11, 8, 11, 12, 9, 9, 9, 11, 9, 11, 9, 9, 10, 11, 10, 9, 10, 9, 10, 9, 10, 12, 10, 11, 10, 10, 9, 11, 9, 10, 10, 11, 10, 10, 11, 12, 8, 10, 10, 12, 10, 11, 10, 9, 11, 11, 10, 10, 11, 12, 9, 10, 11, 10, 9, 10, 9, 11, 10, 11, 10, 11, 10, 10, 8, 12, 11, 10, 10, 10, 9, 9, 11, 11, 10, 9, 11, 10, 11, 10, 11, 10, 11, 11, 10, 11, 8, 11, 9, 11, 10, 10, 11, 10, 10, 10, 11, 13, 11, 11, 9, 9, 11, 10, 10, 9, 9, 9, 10, 12, 9, 9, 11, 13, 10, 11, 9, 9, 9, 10, 10, 11, 10, 9, 11, 10, 10, 8, 11, 9, 8, 11, 9, 12, 11, 10, 12, 10, 11, 11, 10, 9, 9, 11, 10, 10, 11, 10, 11, 10, 10, 9, 8, 10, 12, 9, 11, 10, 9, 9, 11, 9, 11, 10, 11, 10, 10, 9, 9, 10, 10, 8, 11, 10, 12, 8, 10, 7, 12, 11, 9, 10, 10, 9, 11, 9, 10, 11, 11, 11, 12, 9, 11, 10, 9, 11, 11, 9, 11, 9, 11, 9, 10, 10, 10, 10, 9, 10, 9, 9, 12, 9, 10, 9, 11, 8, 10, 10, 9, 11, 10, 11, 10, 10, 10, 12, 9, 11, 10, 10, 9, 11, 9, 9, 10, 10, 10, 11, 10, 9, 10, 10, 9, 9, 12, 9, 9, 9, 9, 11, 10, 9, 8, 10, 9, 9, 10, 9, 10, 11, 12, 10, 11, 10, 10, 9, 9, 9, 11, 11, 10, 9, 11, 10, 9, 11, 11, 10, 10, 11, 9, 8, 12, 11, 11, 11, 11, 11, 9, 10, 11, 11, 9, 9, 10, 10, 11, 9, 11, 9, 9, 11, 9, 11, 9, 10, 10, 9, 10, 10, 11, 12, 9, 10, 9, 8, 11, 9, 9, 9, 11, 11, 10, 10, 11, 12, 9, 9, 11, 8, 10, 9, 9, 10, 11, 10, 10, 12, 10, 10, 12, 10, 10, 11, 10, 11, 9, 11, 10, 9, 11, 11, 11, 8, 11, 9, 10, 12, 11, 10, 11, 7, 10, 11, 10, 10, 10, 11, 9, 9, 10, 11, 9, 10, 10, 10, 9, 11, 10, 11, 10, 10, 11, 11, 10, 11, 10, 9, 12, 9, 9, 10, 11, 11, 11, 9, 10, 9, 9]"
20,10,24,24,9,2.6666666666666665,2.6666666666666665,400,"[11, 10, 11, 12, 11, 9, 10, 9, 9, 10, 9, 10, 8, 9, 10, 10, 9, 12, 11, 10, 11, 9, 10, 8, 12, 10, 8, 9, 11, 9, 10, 11, 9, 10, 10, 10, 11, 10, 10, 9, 10, 9, 11, 9, 9, 10, 11, 12, 10, 11, 9, 10, 10, 9, 10, 9, 8, 10, 10, 9, 11, 10, 10, 10, 9, 10, 10, 12, 11, 9, 9, 9, 12, 9, 10, 10, 10, 9, 12, 11, 11, 9, 11, 11, 9, 9, 10, 9, 11, 10, 11, 10, 11, 8, 10, 9, 9, 11, 11, 10, 8, 10, 10, 9, 10, 10, 10, 12, 10, 9, 10, 9, 12, 10, 10, 9, 10, 10, 10, 10, 9, 10, 8, 10, 12, 10, 10, 10, 10, 12, 9, 10, 9, 11, 10, 11, 10, 11, 10, 11, 8, 10, 8, 11, 9, 10, 11, 10, 9, 12, 10, 10, 10, 10, 10, 10, 10, 11, 9, 10, 10, 9, 8, 9, 11, 12, 11, 10, 10, 12, 12, 10, 10, 10, 10, 9, 10, 8, 12, 11, 8, 12, 10, 12, 9, 10, 11, 11, 11, 10, 12, 8, 10, 14, 10, 10, 10, 8, 8, 10, 11, 10, 10, 11, 10, 9, 11, 11, 9, 11, 12, 11, 10, 9, 11, 9, 9, 10, 10, 9, 12, 10, 9, 11, 9, 10, 11, 11, 10, 11, 10, 9, 11, 11, 10, 11, 10, 10, 10, 10, 11, 11, 11, 11, 10, 12, 10, 10, 7, 11, 9, 9, 9, 10, 10, 11, 11, 12, 9, 11, 11, 10, 7, 9, 9, 9, 10, 11, 11, 11, 11, 11, 11, 11, 12, 10, 8, 12, 9, 12, 9, 9, 10, 10, 10, 10, 10, 12, 10, 8, 9, 11, 10, 9, 10, 11, 11, 10, 11, 12, 9, 9, 10, 11, 9, 10, 11, 9, 10, 10, 9, 10, 9, 11, 11, 10, 9, 10, 9, 10, 9, 12, 8, 12, 8, 9, 9, 11, 11, 10, 9, 10, 7, 10, 10, 12, 9, 11, 9, 11, 9, 10, 11, 9, 10, 10, 10, 9, 11, 10, 11, 10, 12, 10, 10, 8, 9, 10, 10, 10, 9, 10, 9, 11, 10, 11, 10, 10, 9, 10, 9, 11, 11, 13, 9, 12, 9, 10, 10, 10, 9, 12, 11, 11, 11, 11, 8, 10, 12, 10, 8, 10, 11, 10, 10, 10, 9, 10, 10, 8]"
