N=40 and K=3,,,,,
Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,Sequence
1741,943,659,2.6418816388467374,1.4309559939301972,"[14  7 20 10 18 10 18  6 30 22 33  6 21  5 39 17  8  5 10 31 32 37  6 11
 25  4 20 26 26 12 37 39  2 20 19 14 10 24 20 10 32  9 35  5  5 21 35 11
  7  7  8 16 36 38 22  3 22 32  8 36 28 36 18 24 17 34 20 11 24  2 31 38
 35 24 12 30 29 11 22  8  1 14 38 30  9 22 16 20 29 17  1  3 13 18 29 24
 31  4 14 18 30 37 33 36 32 18 13 17 11 14  6 13 18  8 30 12 34 27  4 21
 20 16 25 24  1 20 23 25 19 34  7 10 20 37 34 12 22 31 33 38 30 28 39 20
 21 25 25  3 26 23 20 32  3 33 38 38 38 24 35 26 18 20 33 19 23 15 36 39
  1 10 33 16 37 19 21 34 27 18 27 36  4 13 14  3 17 15 17 34 26 16  3 12
 36 11 37 25 26 38 32 18]"
1671,935,681,2.4537444933920707,1.3729809104258444,"[28 15 11 28 32 18  1  3  5 25 31 15 28  8 34 39 25 27 39 34 38 38 11 15
 10 20 11 16 34 26  8 37 15 37 13 25  8 31 22  3 14  7 17 20 22 15 33 19
 32 31 19 35 13  3 21 27 25 13 34 18 36 15 11 25 31  2  4  4 12 10 34 13
 24 32 12 37 20 27 16 15 35  2 16 34 19  3 38 36  8 36 32  2 27 16 13 15
 13 32 20 11 36 20 17 20 10 29 31 37 21 16 16  3 26 28 28 39 30 33 32 12
 16 11 11 13 39  8  7 37 37 27 29  5 11 39 15 19  7 11 23 36 25  7 19 25
 18  6 12 10 26 27 18 27 33 31 35 26 37 22 18 22 26 16 24  5 27 10 28 32
  9  3 10 29  2 38 36 13 22 27  5  3 30 11 19 34 32 19 28 26  7 21 31 39
 21  1 30 29 32 23  8  8]"
1777,1011,696,2.55316091954023,1.4525862068965518,"[21  8 13 23 33 35  3 27 35 23  4 13 11 14 18 39 24  2 21  7 23  3 23  9
  5 32  2 33 34 23 24 14 13 38 25 14 31 11 10  2  1 31  5 37  2  8 35  3
 27 21  3  1 28 17  3  9 33 17 26 18  4  2  6  8  9 12 27  3 26  4 32  8
 14 24 22  9 34  1 18 19 14 21 32 30 16 31 35 21 10 39 13  2 14 15 30  3
 16  5 20 23 10  1 38  8  9 24 16 14 16 23 37 12 36 27 36  7 31 18 30 24
 28  5  9  6 11 38 27 36 17  8 25 27 23 12  8 31  6 34 25  9 31 10  2 15
 33  5 23 21  4 16  5 10 37  7 19  2 26 23  4 28  3 11 32  6 39 36 14  7
 17 25 23 18 39  6 39 11 23  7 23 15  2 22  6  3 37 13 33 20 17  6  9 27
 15  7 29 27 19 26  1 26]"
1774,1004,688,2.578488372093023,1.4593023255813953,"[38 16 16 27 13 28 31 15 22  7 14 22 20 19 24 25 13 18  7 33  8 18 39 26
 20 32 33 38 33  1 17 27 20 31 23 11 26  3 12  4 19 14 20 29 22 11 27 33
 22 21 32 11 21 36 36 33 23 32 34 33  2 10 23  6 23 16 35 14 16 13 17 15
 32 10 18  1 33 35  7 26  6 23 28 13  3  9  1 27 37 26 38  8  4 36 30 35
 29 39  8  6 14 22  4 24 17 20  1  7  4  9  3 11 37 32  5 16 30 29 20  9
 15 14 27 13 31 34 29 19 38 12 36  2 13  7 26 20 24 12  9  7 12 36  1 12
 21  6 25  1 10 20 27 34 18 27 13  6  1 30 12  1 28 23 26 20 32  1 30 33
 10 20 29 26 30 22 19 10  3  5 26  4 33 33 33 12 36 38  1 26 38  9 18 29
 26  2 35 36 19 26 11 10]"
1639,897,685,2.3927007299270073,1.3094890510948904,"[19  7 19 22 34 28 22 30  5  2 19 23 24 39 18 26 12  2  8 20 30 38 36 28
  7 29 11 33 23 23 12 25  9 12  1 38  9 10  2 12 35 38 10 20 25 27 21 38
  9  5 31 23 38  1 20 21 19 34 16  5 18 18 15 22  3 16  1  8  9 23 13 17
  9 39 31 26 14 15 12 13 10 37 26 11 19 12 11 35 38  5  3 22 11 34 12 24
 26  7 38 14  2 36 36  2 39 28 16 11 14  9 32 35 15 18 30 12 10 28 14 35
 39 18  7 12  9 30  7 31 36 29 16 33 31 23 17 12 15 18  1 38 26 35 17 13
 34  3  9 25 19 16  2 24 10 15  9  3 19 14 13 29  8  3 23 13 12 13 24 33
 10 39 32 11 32 27 30 17 27 33 39 25  9 15 16 38 36 23 33 10 32 35 21  4
 31 14  4  8  2 20 31  7]"
1843,1039,687,2.6826783114992723,1.512372634643377,"[23 30 35  3 23 36 25 16 20 32 35  7 16 14 10 11 20  2 13 20 22 26  4 29
 27 11 38 29  4 33 17 29  5  1 14 11  2  4 31 26 24 11 11 12  8 29 11 31
 18  9 18 15 21 12 34 19 14 25 23 30 26 29 16 23  8 17  1 24  6 12 36  5
 38 20  1 21  1  9 21 28 36 30 30 24 31  4 25 16 31 19  3  4 36  4 26 22
 11  7 23 25 33 25 15 28 13  9 12 23 16 26 38 32 34 23 11  2 36  5 17 36
  6 35 20  8 19  9 10 12 37  1 28 15 26 28 32 23 26  3 19 15  9 21 17 25
 33 30 10  1 33 25  2 13  7 30 30 17 33 19 20 19 35  7  6 17 36 12 31 21
  9 33 38 36 28  1 26 16 16 12  8 28 21 15 31 32 39 19  6 10 28 33 18 30
 26 20  4 35 16 34 25 31]"
1726,968,674,2.5608308605341246,1.4362017804154303,"[10 21  3 14  5  1 18 34  1 14 22 30 12 17 21 23 24  5 22 31 21 17  6 38
 13 28 32  2 28 21 33 39 10 18 27 16 26 39 16 11 11 37  2 24 26 20 15 35
  2 37 32 32 24  5 25 16 24 23 33 11 16 21 22 13  2 38 18 39 32 33 22 17
 20 22 24 15 21 14 10 16 21 36 28  4  5 17 14 14 12 17 33 38 35 39 11 38
  8 13 18  6 18  6 19 27 13  3  8 20 21 28 34  5 37 15 30 13  7 28 12  6
 33 31 24  5 39 26 36 38 16 30 10 13  6 17 28 39 34 24 38 28  1 18 28  5
 35  6 29 10 19 18 14 13 35 11 10 38 10 11  7 13 22 13 22  9 38 35 29  7
 23 36  6 17  2 25 15 27 36 17 38  9 20 26 11 33 27 19 31 28 12 35  8 38
  6 13 17 25 38 27  6 39]"
1802,1038,708,2.5451977401129944,1.4661016949152543,"[ 1 16 34 36 28 37 23 26 20 28 32 19 14 38  7 20 36 39 37 26  1 33 35 39
 20 38 30 10 13 20 15 27  3 22 11 35 10 28 34 15 20  7 11 13 17  2  9 18
  5 37 33  4 10 13 23 31  3 39 14 16 37 16 39  5 37 29 28 36 36 39 21 14
  9 34 31 37 16 29 27 38  1 31 14 33  5 22 14 18 36 32  4 32 33 35 20 10
 23 32  2 13  3 36 18 15 29 30 12 24 37 12 14  2  6 30 37 29 28 10 10 14
 14 37  9 15 18 29 24 37 18 23  5 20 21 11  9 32 17  3  3 34 11 13 35 28
  4 34 17 35 36 12 34  4  6 32 18 17 23  6 10 20 38 38 34 23 27 28 34 30
  3 32  5 12 31  2  9 19 34 14 30  8 25 39 39  7 28 10 33 13 18  3  6 21
 31  7  4 29 34 19  4  8]"
1727,957,687,2.5138282387190682,1.3930131004366813,"[31 14 31 27  3 34 18  2 12 39 11  3 19 12  3 12 29 36 14 24  2 30 29 27
  9 20  2 33 31 18 27 13 31 28 39 27 25 18  9  4  3 39  2 23  4 14  8 33
 20  5 34 12  3 13 12 27  2 28  2 35  6 18  1 21 20 25 31 31 32 39 18  4
 15 36 32 36 31 22  7 28 35 21 34  7  1 21 36 30 34 34 35 25 34 37 20 29
 24 36 19 35 14 10  8 29 37 14 35  5  1 12 14 29 32 27 16 24 35 31 30 12
 30 34 33  1 14 38 27 24  9  9  1  5 29 38 39  3 27 27 25  3 32 10 23  8
  2 16 31 31  4 26  2  4 21 38 10 15  8 39  8  7 17 38 27 33 24 25  3 28
 14  6  5 11 13 24 19 34  6  8 33 13 25 30  6 38 38 37 24 10 23 14 30 27
 21 36 38 25  6 14 22 32]"
1565,901,702,2.2293447293447293,1.2834757834757835,"[27 28 20 28 20 31 27 37 32 13 37  3 18 29  1 28 37 10 17 14  7 11 16 18
 13  4 32 38 35 20 31 23 11 27 30  4 27 18 28 21 13 25 17 15 11 36 15 36
  3 32  8 39  2  1 35 16 22 26 18 19  1 35 14  5 29 35 11  8  1 39 34 35
 20 12 38 16 16 12  8 12 13 31 20 36 21 28 31 37  2 36 32 21 16 38 34 14
 19 28 19 19 21 20  5 34 18 32 20 12 12  4 20 34  4 31 14 28 31 39  3  7
 10 38 38 17 24  6  7 25  5 30 10 35 28 31  8 22 24 39 19 39 19 33 10 37
 28 11 39 17 14 15  3 25 33 27  5 31 21  1  4 11  7 14 17 26 26 27 36 23
 25  2 32  5 15 16 35 34  3 10 34 12 34 36 10  7 38 36 23 20 14  2 28 32
 12  2 28 14  9  9  4 24]"
